url,daymoney,days,industry,jobdescribe,lasting,location,title,...
http://www.shixiseng.com/intern/inn_xccfdrbheksf,100-150/天 丨,"4天/周

丨","计算机/互联网,电子","岗位职责: 1、负责大数据方向相关产品的测试以及质量保证方面的工作 2、设计、开发测试工具或自动化解决方案,提升测试效率和效果 3、设计与执行测试用例,跟踪定位产品软件中的缺陷问题 岗位要求: 1、熟练掌握 Unix/Linux 下的 C++或 JAVA 编程 2、至少精通一门脚本语言， Python 或 shell 3、熟悉软件测试基本流程，掌握测试用例的设计 4、对大数据有一定了解， 乐于刨根问底找出问题 5、坚韧的性格，积极主动的工作态度，高度的责任心和良好的团队合作精神",实习3个月,北京 丨,大数据测试工程师,{}
http://www.shixiseng.com/intern/inn_xrerjfmfhyd8,100-150/天 丨,"4天/周

丨","计算机/互联网,电子",岗位名称：大数据研发工程师 岗位职责 1. 负责面向环保气象、广电媒体、公安、教育等行业的大数据应用项目开发； 2. 参与公司定制大数据处理分析平台和产品的设计与研发； 3. 参与大数据运维系统开发，对大数据平台持续优化； 职位要求 1. 本科及以上学历，有大型复杂项目或产品研发经验，有大数据行业应用项目经验者优先； 2. 熟练使用 Java 语言，熟练掌握常用设计模式和开发框架，熟悉并发、分布式编程； 3. 掌握 shell 、 python 等编程语言者优先； 4. 熟悉操作系统、算法、数据库原理和并行处理技术，对大数据处理技术有深入的了解； 5. 掌握 Hadoop 相关技术，具有 HDFS 、 YARN 、 HBase 、 Hive 、 Spark 等 Hadoop 主流组件编程能力 ; 6. 具有良好的团队协作能力，具有较强的分析和解决问题能力；,实习6个月,北京 丨,大数据研发工程师,{}
http://www.shixiseng.com/intern/inn_z9ripy5de3pn,100-150/天 丨,"4天/周

丨","计算机/互联网,电子",岗位名称：大数据 WEB 前端开发工程师（ Java ） 岗位职责 1. 负责公司大数据产品和项目的 Web 前端研发； 2. 负责产品体验、性能改进和 Web 界面技术优化； 3. 负责 Web 前沿技术研究和新技术调研； 4. 可转为专职 UI 方向 职位要求 1. 本科及以上学历，有大型复杂 Web 项目或产品经验优先； 2. 精通 JavaScript 、 AJAX 、 HTML 、 CSS 等 WEB 前端技术，熟悉 jQuery 、kendo等框架； 3. 对页面架构和布局具有深刻理解，熟悉用户交互设计理论，热衷分析并改善产品的视觉感觉和用户体验； 4. 良好的沟通、团队协作能力，良好的分析、解决问题能力。,实习6个月,北京 丨,大数据WEB前端开发工程师（Java）,{}
http://www.shixiseng.com/intern/inn_rkdhvcf11pjl,50-100/天 丨,"5天/周

丨","计算机/互联网,金融",工作职责： 1、客户权益中心运营数据结构梳理及日常数据需求产品运营支撑，在此基础上进行数据产品的设计及需求开发，及提出后期迭代需求； 2、对接大数据部门，对客服部数据利用提供深度挖掘方案，进行需求设计，在产品接收阶段进行测试，并针对运行结果提出优化方案； 3、负责客户权益中心历史数据利用，从而促进部门服务工作进行。 任职要求： 1、本科及以上，金融、财务，管理类相关专业； 2、有数据分析基础和一定的互联网金融知识； 3、有较强的沟通能力和学习能力 ； 4、沟通能力较强，抗压能力强。,实习3个月,西安 丨,数据分析产品经理,{}
http://www.shixiseng.com/intern/inn_x5jg2g60vqah,100-120/天 丨,"3天/周

丨",电气,"工作内容： 负责技术服务部的日常运作支持、数据分析和数据库更新等工作，包括 1. 服务定价和订单处理支持； 2. 协助服务成本及业务分析； 3. 协助服务任务和项目协调； 4. 协助其他服务运营日常工作。 任职要求： 1. 本科学历以上，数学，统计和计算机等相关专业优先； 2. 会 Excel 数据和 SQL server 处理者优先； 3. 良好的英语读写能力（ CET4 ），熟悉 office 办公软件； 4. 较强的沟通能力，一定的抗压能力，耐心仔细，积极主动； 5. 一周至少实习三天，至少坚持半年以上 此招聘信息长期有效 , 欢迎各位优秀的同学投递 !",实习9个月,上海 丨,数据分析兼协助运作专员助理,{}
http://www.shixiseng.com/intern/inn_zshbgliafkli,100-120/天 丨,"4天/周

丨","计算机/互联网,企业服务",工作内容： 负责数据工程师的辅助类工作，文档录入 / 校对 岗位要求： 1. 大专及以上学历，英语 CET-4 ； 2. 懂得计算机基本操作，熟悉 office 办公软件； 3. 有良好的沟通能力、待人诚恳；有责任心和团队协作精神； 4. 具有较强的学习和领悟能力，勤奋敬业能够快速适应工作； 5. 身体健康能够对应项目紧急状态下的加班；,实习5个月,上海 丨,中英文数据审核,{}
http://www.shixiseng.com/intern/inn_n5cbuttugtpz,100-200/天 丨,"5天/周

丨",计算机/互联网,工作职责： 负责挖掘互联网企业数据来源，并对这些数据与材料加以分析和使用； 负责企业数据的维度枚举及整理分类，并确保各项分析报表的准确性和及时性； 通过数据分析结果，给各相关业务带来专业准确的意见和建议； 负责向开发工程师提出数据爬取需求，并跟进数据爬取的开发进度。 任职要求： 本科及以上学历，有相关数据分析经验者优先，有数据库经验者优先； 掌握常用的数据统计分析方法及相关的软件工具； 具备较强的数据敏感度，善于发现应用价值高的数据来源； 熟练使用Excel，Word等常用的Office办公软件； 工作细心，有耐心，具备良好的团队协作能力。,实习3个月,广州 丨,数据分析师,{}
http://www.shixiseng.com/intern/inn_4gxjhwe346db,100-120/天 丨,"5天/周

丨","互联网,生物/医疗",【做什么】 1、按照既定流程，开展公司数据采集及编辑； 2、根据公司画像，对后台数据进行审核。 【需要你】 1、不限专业，也许数理工科专业更合适； 2、沉得住气，耐得住寂寞； 3、可尽快上岗者优先。 【你的收获】 1、深度参与医健创投人工智能项目； 2、深入创业公司，与一群充满激情理想的人工作； 3、实习津贴：100元/天，优秀者提供额外奖励； 4、根据实习表现，提供火石创造长期实习/offer或相关知名企业内推。,实习3个月,杭州 丨,数据采编,{}
http://www.shixiseng.com/intern/inn_q35imdtxhcen,100-120/天 丨,"5天/周

丨","互联网,生物/医疗",【做什么】 1、按照既定流程，开展公司数据采集及编辑； 2、根据公司画像，对后台数据进行审核。 【需要你】 1、不限专业，也许数理工科专业更合适； 2、沉得住气，耐得住寂寞； 3、可尽快上岗者优先。 ​ 【你的收获】 1、深度参与医健创投人工智能项目； 2、深入创业公司，与一群充满激情理想的人工作； 3、实习津贴：100元/天，优秀者提供额外奖励； 4、根据实习表现，提供火石创造长期实习/offer或相关知名企业内推。,实习3个月,杭州 丨,数据采集,{}
http://www.shixiseng.com/intern/inn_jsdrutqphec8,100-200/天 丨,"5天/周

丨",计算机/互联网,工作内容 1. 负责公司所有客户的商品信息收集、整理、录入、更新 2. 培养方向：负责基本商品库的运营管理 任职要求 1. 能满足一周不少于四天出勤 2. 严谨认真,实习4个月,北京 丨,数据录入专员实习生,{}
http://www.shixiseng.com/intern/inn_ougxk45lagbx,100-200/天 丨,"5天/周

丨",计算机/互联网,工作内容 1. 负责平台商品基础数据的整理 2. 负责供应商数据的整理 任职要求 1. 能满足一周不少于三天出勤 2. 严谨认真,实习4个月,北京 丨,商品数据实习生,{}
http://www.shixiseng.com/intern/inn_9f4wl93ohlej,100-200/天 丨,"3天/周

丨",计算机/互联网,工作内容 1. 负责平台商品基础数据的整理 2. 负责供应商数据的整理 任职要求 1. 能满足一周不少于三天出勤 2. 严谨认真,实习6个月,北京 丨,商品数据管培生,{}
http://www.shixiseng.com/intern/inn_qhkdw6n5i6qz,80-100/天 丨,"4天/周

丨",,【工作要求】 1、本科学历大三在校生，理工科类专业优先，善于数据收集制作汇总报表 2、针对传播项目的广告传播发布，进行全网数据采集汇总（提供培训与规划操作指导） 3、协助媒介经理进行资源排查沟通、对AB站、各类微博微信大号较了解 【任职要求】 1、熟悉游戏玩家媒体接触方式 2、日常刷微博、微信各类大号、AB站、等各种年轻群体活跃的媒体渠道内容,实习5个月,广州 丨,媒介数据助理（实习）,{}
http://www.shixiseng.com/intern/inn_g2ybj6e0ohwj,150-200/天 丨,"4天/周

丨",计算机/互联网,职位描述： 1.     参与公司GIS应用系统、地理空间大数据平台、功能模块和数据库需求分析、概要设计和详细设计； 2.     参与公司GIS应用系统、地理空间大数据平台可视化、数据引擎等相关功能模块开发、测试、部署和运行等工作； 3.     负责公司业务大数据分析（矢量部分）相关处理算法开发、测试、调试与部署； 4.     配合项目经理完成其他相关任务目标，参与团队技术体系建设。 任职要求： 1.     本科以上学历；遥感、测绘、地理信息、计算机等相关专业；具有大型WebGIS项目开发经验或者地理信息系统开发经验者优先； 2.     对空间数据库有较深理解；熟悉大型数据库开发，如SQL SERVER/Oracle/My SQL等，具备Oracle数据库开发和调优经验，同时有SQL Server使用经验更佳； 3.     熟悉Google earth、OSG、WorldWin等系统架构，并进行过相关二次应用系统研发； 4.     掌握一种或多种GIS开发平台（ArcGIS、SuperMap、GeoServer等）； 5.     精通掌握GIS空间分析理论和方法，对数据及逻辑关系敏感，有较强的数据处理、分析能力；具备良好的业务挖掘能力，能对数据进行统计建模分析； 6.  责任心强，工作积极主动，良好的团队合作能力。,实习7个月,南京 丨,GIS工程师,{}
http://www.shixiseng.com/intern/inn_ch7oyiyjccun,80-100/天 丨,"4天/周

丨",计算机/互联网,岗位职责： 1. 参与数据应用开发； 2. 大数据处理与分析过程设计； 3. 算法优化； 任职要求： 1、熟悉大数据处理方法； 2、机器学习知识； 3、Python，JAVA或者matlab编程； 4、英文技术文档阅读能力； 5、良好的编程习惯与规范性； 6、两年以上工作经验。 同时，满足以下要求者优先考虑： 1，有Hadoop或者Spark开发经验； 2，会scala语言开发。,实习12个月,南京 丨,数据分析师（算法方向）,{}
http://www.shixiseng.com/intern/inn_pa964qwmddeq,80-100/天 丨,"4天/周

丨",计算机/互联网,岗位职责： spark应用开发。 任职要求： 1，Map-Reduce知识和开发经验； 2，Spark知识和开发经验； 3，熟练使用scala或者JAVA； 4. 英文技术文档阅读能力； 5. 良好的编程习惯与规范性； 6.两年以上工作经验。 同时，满足以下要求者优先考虑： 1，机器学习的知识； 2，流处理，图计算知识。,实习12个月,南京 丨,数据分析师（应用开发方向）,{}
http://www.shixiseng.com/intern/inn_icbam5lgkdlo,100-120/天 丨,"3天/周

丨",企业服务,"1、
岗位职责：化妆品 / 奢侈品 / 零售行业客户 a、根据数据库的内容以及需求，进行常规的数据提取、整理及清洗工作。 b、根据客户的需求，进行常规的（每周、每月）报表拉取和撰写工作。 c、协助同事进行其他数据分析工作。 d、数据库的管理和维护 2、
岗位要求： a、 
计算机或数学统计相关专业 b、
有数据库相关理论知识 c、 
认真仔细，有责任心和团队合作精神",实习5个月,上海 丨,SQL数据专员,{}
http://www.shixiseng.com/intern/inn_unrfxonk3ynf,100-150/天 丨,"4天/周

丨",互联网,工作内容： 1、 汇总当前被 QA 手艺人的数据整理与汇总，按照模板产出 QA 体验报告。 2、 定期产出微信软文，通过软文内容吸引手艺人，在手艺人脑海里不断强化 SOP 标准服务流程。 3、 整理日常访谈内容，包含手艺人与用户，输出最终文字展示。 人员要求： 1、 熟练使用 office 办公软件； 2、会 PS优先； 3、沟通能力佳， 4、 要有强硬的执行力； 5、要有责任心，基础数据汇总工作是后期分析工作的基础，要有强烈的责任心保证工作的完成。 欢迎18届的小鲜肉踊跃报名，实习日期每周保证3个工作日以上！​ ​ ​,实习15个月,北京 丨,数据运营实习生（QA）,{}
http://www.shixiseng.com/intern/inn_d6fylyyq6hq0,130-260/天 丨,"5天/周

丨",互联网,1、通过对数据的深度分析，规划建立各业务的数据指标体系来支持运营； 2、负责整体业务的数据分析工作，建立撰写周期性分析报告，为管理层决策及产品改进提供有质量的数据支持与服务； 3、能够定位并协调解决数据异常问题，独立撰写的高质量专题报告 处理业务相关的临时需求； 4、数据产品的运营和渠道管理； 5、检查产品实时情况，分析变化趋势（提供可视化报表、insights分析、提出解决问题与方案）； 6、建立产品模型测试和敏感性分析； 7、完成产品说明文档和PPT； 8、完成产品测试并协助上线 技能要求 Excel，R，SAS，Python，SQL 能进行数据挖掘、数据分析和建模者优先； 优化并搭建数据库框架，进行产品相关数据挖掘与分析，并通过建模树立标准体系 建立数据库实时功能，部署数据库的架构与逻辑。 通过内部和外部数据进行机器学习，不断优化并改进数据模型。,实习3个月,上海 丨,数据分析师（实习）,{}
http://www.shixiseng.com/intern/inn_3oi0pgcn1pn2,1-2/天 丨,"3天/周

丨",视频多媒体,1、日常常规平台数据的收集、整理。 2、竞争对手数据监测、收集与整理，包括但不限于竞争对手内容上线情况、内容流量、外宣数据等方面的数据，并通过桌面研究形成分析报告。 3、其他数据支持工作。,实习3个月,长沙 丨,数据分析助理,{}
http://www.shixiseng.com/intern/inn_gtrxzchxjjfs,100-150/天 丨,"4天/周

丨",互联网,岗位职责： 1、负责数据收集、汇总、整理和分析； 2、与各部门人员的沟通协调； 3、整理会议纪要以及一些政策传达工作； 4、分公司数据性对接工作。 任职资格： 1、 善于总结经验、沉淀方法论、对美业感兴趣者优先； 3、 熟练运用办公软件，善于沟通； 4、 2018届学生优先考虑 5、 每周至少实习4天。,实习3个月,北京 丨,数据实习生（培训中心）,{}
http://www.shixiseng.com/intern/inn_hmbyzi4m7hma,110-120/天 丨,"5天/周

丨",互联网,1、完善订单与预算监控指标。及时发现业务运营策略失控现象，评估运营活动效果，给出具体挽救方案和修正策略； 2、结合不同城市现状和市场环境，进行针对性分析，采取差异性数字营销手段，快速促进城市业务增长； 3、创新研究数据化运营方案、完善运营体系，提升快车城市渗透率和运营效率； 4、重点司乘运营案例提炼，形成方法论各城市推广。 5、熟练掌握 excel ，精通 excel 公式等工具使用 6、熟练掌握 spss 、 R 、 Matlab 、 Eviews 、 python 、 sas 等建模软件中一种或多种。 7、熟悉数据库知识，掌握 sql 技能，能进行简单的数据提取和处理更佳。,实习3个月,上海 丨,数据分析实习生（上海）,{}
http://www.shixiseng.com/intern/inn_swspqtsyhdzd,100-120/天 丨,"4天/周

丨",互联网,工作职责： 1. 对各类数据进行采集与二次采集； 要求： 1. 本科学历，交际能力良好； 2. 做事认真负责、仔细有耐心； 3. 希望每周至少四天可在公司办公； 4. 可以连续实习三个月；,实习9个月,北京 丨,数据采集实习生,{}
http://www.shixiseng.com/intern/inn_gpq0bifgsi5r,100-120/天 丨,"4天/周

丨",互联网,工作职责： 1. 对语言文本、 图像等 各类数据进行分类与标注； 要求： 1. 本科学历； 2. 做事认真负责、仔细有耐心； 3. 希望每周至少四天可在公司办公； 4. 可以连续实习三个月；,实习6个月,北京 丨,数据分类实习生,{}
http://www.shixiseng.com/intern/inn_xcx8tileoo05,130-131/天 丨,"5天/周

丨",互联网,1） 物体画框标注 2） 车道标注 3） 行车空间(free space)多边形标注,实习2个月,北京 丨,图片标注员,{}
http://www.shixiseng.com/intern/inn_m8uraufmygvh,100-120/天 丨,"3天/周

丨",互联网,招聘了！！！！ 滴滴出行招聘运营实习生了！没错！我们就是那个你用过的打车的滴滴！ 工作内容:负责滴滴出行内部战略指定、数据统计分析、效果评估等（拒绝打酱油、拒绝无脑搬砖、拒绝无意义无成长的傻实习） 我们需要的你: 1.思维逻辑能强，对数据敏感，理工科优先（数学，统计学，计算机科学等相关专业） 2.生活积极主动，敢于探索，有良好的数据分析能力（比如你给朋友们9折4元封顶券和8折3元封顶券哪个更让人喜欢，无尽的有趣问题等你探索） 3.办公软件十项全能，包括但不限于excel，SPSS等数据分析软件，懂R语言更佳 4.限大三大四、研究生 5.能够长期在岗实习的同学优先，在岗时间长交给你的任务更实在，如果有志于在运营数据方面有发展的同学们，不来这里就太可惜了 6.开具滴滴出行实习证明，给你的简历增加多一份精彩 ——办公地点：贵阳  贵阳   贵阳 福利： 贵阳顶级办公室，居高临下尽览贵阳风光 零食水果，吃到撑 办公室吃喝玩乐均有老司机带队，带你享受真正的大贵阳,实习6个月,贵阳 丨,数据分析实习生,{}
http://www.shixiseng.com/intern/inn_9d3k5jrabxe3,80-100/天 丨,"5天/周

丨",计算机/互联网,岗位职责 ： 从事公司大数据处理框架的研发、设计与开发分布式存储、数据处理与分析结构，以及大数据平台数据清洗、转换、建模等开发工作。 岗位要求 ：1、重点本科及以上学历，软件工程、计算机科学与技术等相关专业； 2、有hadoop、hive、Hbase、pig等分布式相关开发经验； 3、有分布式实时计算系统storm、spark使用经验者优先； 4、有参与数据采集、统计分析、数据仓库、数据挖掘、数据可视化、推荐系统等项目开发者优先； 5、熟悉结构化和非结构化数据库，有相关设计、开发经验，对主流的nosql有一定了解； 6、有主流分布式全文检索系统solr、elasticsearch使用经验者优先； 7、对SQL化计算引擎impala、kylin、hive深入使用了解者优先； 8、对数据产品有较好的理解，有成功上线产品经历，有良好的沟通能力和团队协作能力者优先。,实习3个月,合肥 丨,大数据平台开发工程师,{}
http://www.shixiseng.com/intern/inn_uhr67oi4ahph,100-180/天 丨,"4天/周

丨",计算机/互联网,1、 辅助数据处理工作，根据操作文档针对数据进行录入、编辑和处理，剔除错误数据。 2 、 辅助数据分析工作，针对多种来源数据进行分析，挖掘数据价值和质量问题，并跟进迭代落实。 3 、 辅助数据质量评估和数据服务测试工作。 职位要求： 1 、对工作有热情，有责任心；认真仔细，有数据信仰。 2 、主动学习探索精神、好奇心强。 3 、抗压能力，良好的沟通协调和团队合作能力 4、 熟练使用 excel 等办公软件，了解 SQL 等数据库。 5、 计算机相关专业优先。,实习4个月,杭州 丨,大数据实习生,{}
http://www.shixiseng.com/intern/inn_h8zopyn9lced,80-100/天 丨,"5天/周

丨","互联网,通信/电子",岗位职能 - 作为项目成员参与完成基于数据挖掘/分析的商业咨询项目的部分模块工作； - 参与前期项目调研和项目建议书的撰写； - 参与项目数据处理、分析，及模块搭建优化； - 发现新客户和现有客户在数据挖掘项目上的新需求； 任职要求 - 数学、数理统计、计算机等相关专业； - 有扎实的SQL、Excel、PPT功底，能高效处理大量数据，并从中分析，发现问题，完成分析报告撰写，并提出改善建议。熟练使用VBA、Power Bi或其他工具者优先 ； - 具备利用数据分析解决商业、市场营销、风险问题的能力； - 具备沟通和客户服务理念； - 大四应届毕业生或大三大四、研二在读生，星期一至星期五可提供至少4实习，实习期6个月； 相关待遇： 1、提供完善的项目及各项相关技能培训； 2、实习期结束后将提供相应的实习证明； 3、优越者提供转正机会。,实习5个月,广州 丨,实习数据分析师,{}
http://www.shixiseng.com/intern/inn_zt5xj3uzu2jx,100-150/天 丨,"4天/周

丨",互联网,数据整理对齐； 至少能工作一个月，每周不少于4天 早10点晚7点，周末需要加班。 工期六月底。,实习3个月,北京 丨,数据整理,{}
http://www.shixiseng.com/intern/inn_rqh5xofglntk,100-120/天 丨,"5天/周

丨","互联网,通信/电子",【岗位职责】 1、通过数据统计与业务分析对运营商业务的进行分析、洞察、建议； 2、能进行有效的沟通，独自负责部分分析工作的完成； 【岗位要求】 1、24-29岁，性别不限； 2、管理、通信、计算机、营销等专业，重点院校本科或硕士及其以上学历； 3、一年（含）以上电信或相关行业工作经验；二年咨询公司相关工作经验； 4、有扎实的SQL、Excel、PPT功底，能高效处理大量数据，并从中分析，发现问题，完成分析报告撰写，并提出改善建议。熟练使用VBA、Power Bi或其他工具者优先； 5、有良好的逻辑思维及沟通能力、良好的团队合作精神。责任心、配合度强，可接受加班；,实习6个月,广州 丨,初级数据分析师,{}
http://www.shixiseng.com/intern/inn_g3xlx05x0yiz,150-160/天 丨,"4天/周

丨",互联网,【工作内容】 1、检查产品实时情况，分析变化趋势； 2、建立产品模型测试和敏感性分析； 3、完成产品说明文档和PPT； 4、完成产品测试并协助上线 【职位要求】 1、对车险/精算感兴趣，有较强的逻辑思维能力 2、本科大三／大四在读或硕士在读，数学、统计学、计算机软件等相关专业优先； 3、实习期保证3个月以上，每周4天以上； 4、office办公软件使用熟练，Mysql加分，会至少一种编程语言优先； 5、具有良好的团队协作能力、语言表达能力 【薪资待遇】 3500/月，包中/晚餐，免费水果零食 【上班地点】 上海市长宁区愚园路1107号弘基创意园6号楼 【联系方式】 团队国际化，也有外籍同事。因为是创业公司，所以可发挥的空间很大，能接触的事情也很多，老板都是很Nice的人，所以公司氛围很好，但希望你有一些自我激励精神，勇于开拓新的事情 【公司简介】OK车险是国内首家基于手机移动端的车联网终端，年新增用户数60万+，获IDG领投，海归精算师带队，行业内最创新的互联网车险团队。曾获“2015年车联网最具增长性企业”，“SODA数据分析大赛最具应用价值奖”，“全球app开发创意争霸赛暨海尔U+创客大赛TOP10”,实习3个月,上海 丨,数据分析实习,{}
http://www.shixiseng.com/intern/inn_csn9oyyhyuyi,120-150/天 丨,"5天/周

丨",计算机/互联网,公司介绍：由你单车是一家致力于提供最好的单车服务的创业型公司，成立于2016年初，主要运营北京上海共享单车业务。创始团队为清一色95后，目前已获上亿元人民币融资，因市场扩张需要，招聘以下岗位实习生数名。 数据管理分析实习生 【工作内容】 1、配合完成对业务关键指标的监控及异常波动等分析工作； 2、根据业务需求，配合对数据进行提取、整合、分析，为产品及决策提供数据分析支持； 3、完善数据报表体系，及时准确监控运营状况； 4、协助部门完成其他相关数据工作。 【任职要求】 1、本科及以上学历，理工科专业优先； 2、对数据敏感，可对数据做出简单分析，有完成工作的主动性和独立性； 3、熟练操作Excel及常用图表软件，对数据库有一定了解和认知； 4、工作认真负责，执行力强，具有抗压能力，能够适应高强度工作，能够加班； 5、有极强的学习能力，能够在陌生领域快速成长。 【你将收获】 1、有转正机会。 2、与95后核心创业团队一同工作奋斗，不仅能够认识能力爆表的同龄人，也能够亲身体验一线创业者的工作生活，从中学习成长。 3、午晚饭公司订餐+薪酬 120-150RMB/天，加班有补贴 【时间地点】 1、工作时间：尽快入职，每周 5 天，持续至少2 个月 2、工作地点：北京中关村,实习3个月,北京 丨,数据管理实习生,{}
http://www.shixiseng.com/intern/inn_deslxomwmj0z,120-150/天 丨,"4天/周

丨",互联网,1.参与公司BI系统的开发与运维 2.对业务数据进行分析、建模，为业务部门的数据化运营提供技术支持 3.设计合理的数据模型，参与日常各类业务指标制定，数据报表的开发与维护 4.协助数据分析及业务人员获取数据，利用数据挖掘技术实现数据价值，处理临时数据需求 仅限2018、2019年毕业生,实习12个月,北京 丨,数据库开发实习生,{}
http://www.shixiseng.com/intern/inn_7dazhhteet2x,139-140/天 丨,"3天/周

丨",汽车零部件制造,"公司介绍： 佛吉亚来自于法国，是全球排名前十的汽车零部件企业，主要业务包括汽车座椅、内饰、排放系统。 职位：Material Intern / 高分子材料实习生 属于座椅事业部材料部门，主要负责高分子材料的数据库管理、维护，材料相关报价的支持：数据收集和整理，以及相关事务性工作。 任职专业要求：高分子材料专业 Key Responsibilities & Tasks 1. Eco-design support to ongoing programs, including collect of material data of products and analyze the quality & quantity data in IMDS/CAMDS. 2 .Check and release the MDS from supplier according to product requirement. Construct the complex product MDS base on the product BOM, and submit to internal & external customers in IMDS/CAMDS until get approval 3. Follow national/international policy regarding ELV and other Hazardous Substances managing rules. Communicate with different OEMS to get special requirements on this area and apply relative regulations to support product development. 4 .Communicate and cooperate with global Eco-design team to finish the IMDS/CAMDS work on special programs, and also on operation of IMDS&CAMDS system, SUMAC tools and so on. 5. Support material engineer to finish other material relative work. Experience& Knowledge 1. Major in Polymer Materials 2. Bachelor or equivalent 3. detail oriented, diligent 4. at least 3 days per week, can last for half year is preferred working location: 闵行区元江路3438号（提供市区班车，靠近地铁5号线-北桥） Allowance: RMB 140/day (lunch provided  精致免费午餐) ​",实习3个月,上海 丨,座椅部高分子材料数据工程师,{}
http://www.shixiseng.com/intern/inn_gc8swuzm2omi,130-131/天 丨,"5天/周

丨",互联网,检验人员岗位说明 岗位职责： 1、远场家居采集项目数据质检 岗位要求： 1、时间充裕比较固定，有保证；专科以上，本科以上者优先，女生优先 2、态度认真细心负责。 3、理解能力强，可以快速深入理解各项目规范； 4、上班地点：中关村,实习4个月,北京 丨,质检员,{}
http://www.shixiseng.com/intern/inn_yuvaxxrdtp7v,100-120/天 丨,"2天/周

丨",教育培训,岗位职责： （1）根据要求将现有数据录入到数据平台，借此机会你可以了解到全国大学的真实情况！ （2）对数据进行收集和分析 任职要求： （1）细心，有耐心 （2）一周工作至少2天，较弹性的工作时间，融洽的工作氛围 （3）对数据敏感，比较了解大学的情况 （4）掌握Excel的基本操作优先 （5）英语阅读能力好优先 （6）有较强的学习和沟通理解能力 无论你是在校学生还是处于工作过渡期，上海软科真诚的邀请你加入我们有爱的大家庭！赶紧拿起简历，狠狠地砸向我们吧！,实习5个月,上海 丨,数据专员,{}
http://www.shixiseng.com/intern/inn_v03lr5xfcrop,100-200/天 丨,"4天/周

丨",互联网金融,"普惠金融风险管理部委员会 - 抵押贷款风险管理部 - 车贷风险管理团队 - 数据分析专员 - 上海 1.    
负责贷款业务风险分析； 2.    
负责公司数据质量分析、监控及优化； 3.    
负责海外理财产品贷款标的的资产质量分析； 岗位要求： 1.    
统招本科及以上学历，数学、统计、金融等相关专业； 2.    
具备相关领域统计、建模工作经验为佳； 3.    
熟练掌握 Excel ， SQL 语句； 4.    
熟练掌握以下软件之一： SAS 、 R 等； 5.    
为人耐心细致，工作认真，有求知欲，具敬业精神、沟通能力和团队合作精神。",实习4个月,上海 丨,车贷-数据分析专员,{}
http://www.shixiseng.com/intern/inn_vkka3d1weuil,100-200/天 丨,"4天/周

丨","计算机/互联网,金融",工作职责： 1、建立业务线各部门以及区域的关键运营指标，并监测期长期趋势以及短期变化； 2、基于数据分析以及调研等方面的结果，综合多渠道信息，制定合理的运营策略。并负责跟踪策略的实施过程、结果反馈以及策略迭代； 3、对接销售部门，深入了解各业务区域的实际运营情况，利用数据分析的结果优化运营效率，寻找增长机会。 任职要求： 1、理工科背景，计算机、数学、经济学等相关专业优先，有商业产品经理、商业分析师、咨询顾问等类似工作经验优先； 2、工作年限不限（尤其欢迎17年应届毕业生申请，我们更愿意为您的潜力而不是经验付出高溢价)； 3、熟练掌握SQL语句，有独立提取原始数据的能力 （或者经过简单培训，能很快熟练使用，SQL都学不会的肯定不用来了）； 4、非常强的目标感和自驱力，具备良好的沟通能力和推动能力，能和来自不同背景的包括公司同事以及外部合作伙伴进行有效沟通； 5、思维严谨、逻辑清晰。肯专研，有深入研究问题的能力，并能提供实际的case。,实习3个月,上海 丨,商业分析师实习,{}
http://www.shixiseng.com/intern/inn_75tz3sbuhktq,100-150/天 丨,"3天/周

丨",计算机/互联网,工作内容： 基于乐职既有的大数据和外部数据，开展各类数据分析工作，比如：业务数据分析、人才市场行情分析、企业客户分析、招聘与求职分析报告等。 我们希望你是： 对数据分析感兴趣； 有一定的数据分析知识和 工具应用基础； 能胜任数据分析、分析报告撰写、数据图表生成等数据相关任务。 乐职运营团队，期待你的加入！,实习3个月,合肥 丨,数据分析师（实习生）,{}
http://www.shixiseng.com/intern/inn_ohofyb0kbgkn,150-300/天 丨,"5天/周

丨",计算机/互联网,1、独立管理调查项目（会策划、懂管理），也能具备动手能力，特别是从R的编写、到R与其他应用程序的交互（精技术）、R包的发布和部署，等等。 2、探索R包，试运行各种R的样例，整理，并形成文档； 3、对数据开展分析、挖掘，形成研究报告； 注：1、2018年毕业生优先 2、实习时间为5个月以上的面试者优先,实习10个月,北京 丨,R语言方向数据分析师实习生,{}
http://www.shixiseng.com/intern/inn_rtrkvjdcdjwr,180-210/天 丨,"5天/周

丨",计算机/互联网,工作内容： 1. 文字编辑：协助完成相关运营的工作，包括但不仅限于，文案设计及撰写、内容分类、活动策划等； 2. 竞品调研：行业竞品信息的收集与分析，协助完成调研报告的撰写； 3. 协助运营经理完成相关运营策略的推进，并跟进运营效果及用户反馈； 4. 其他临时性工作安排； 工作要求： 1. 大三或研一、二 在校生优先，对互联网产品有兴趣； 2. 具备基础的数据统计与分析能力，逻辑能力强； 3. 有责任心、独立工作能力及团队合作精神，能承受工作压力； 4. 工作地点在北京，需每周 5 天坐班；,实习6个月,北京 丨,产品运营实习生（数据分析方向）,{}
