album,singer,lyrics,title,sentiment,positive,negative
《如果你听见我的歌》,王力宏,歌名是你 陈乐融 　 歌手 是你 让我生命　像天空广阔无垠 是你 让我生命　像天空广阔无垠 是你 让我心底　像海洋汹涌神秘 是你 让我心底　像海洋汹涌神秘 用爱拥抱　用爱呼吸 用爱拥抱　用爱呼吸 用爱拥抱　用爱呼吸 我好想拉近你 我好想拉近你 我好想拉近你 用爱说话　用爱倾听 用爱说话　用爱倾听 用爱说话　用爱倾听 我一定保护你 我一定保护你 我一定保护你 是你 让我甦醒　像大地生生不息 是你 让我甦醒　像大地生生不息 是你 让我回忆　像四季不断延续 是你 让我回忆　像四季不断延续,是你,"[[0.7230055519015055, 0.27699444809849444]]",0.7230055519015055,0.27699444809849444
《心·跳》,王力宏,脚本  崔惟楷    你爱得好有趣 就像一个编剧 你的一举一动都谱写着未来 世界也太乏味 更需要编的很美 像第一次见面的场景 从来不曾怀疑 牵你渡过了瓶颈 多希望创造一个美好的结局 用最真的感觉 慢慢一页一页写 我只期待你陪我演完 我们的脚本 要写的好认真 我已经看过太多的悲剧 能给一点点笑 就算是笑中带泪 我也无所谓 无所谓 你爱得好有趣 就像一个编剧 你的一颦一言都谱写着未来 思念也太乏味 更需要编的很美 像第一次分手的场景 我们的脚本 要写的好认真 我已经看过太多的悲剧 能给一点点笑 就算是笑中带泪 我也无所谓 无所谓 我们的脚本 要写的好认真 我已经看过太多的悲剧 能给一点点笑 就算是笑中带泪 我也无所谓 看完这个脚本 陷得好深好深 要我如何演好爱你的人 故事里男主角 剧终时泪中带笑 而他知道 这最好,脚本,"[[0.8367680508832132, 0.16323194911678685]]",0.8367680508832132,0.16323194911678685
《十八般武艺》,王力宏,自己人  上帝你在哪里 人们被什么疏离 饥饿战争暴力 天堂的眼泪 是否流干了 太阳晒他肩膀上 跑得快但他不知道方向 家被烧完回不去 多少悲伤震撼大地 看见你 听不见我声音 被抛弃 太多黑暗的回忆 如何搜寻 所有的希望 都在哪里 在哪里 为什么 为什么 明明都是自己人 为何把自己当成了敌人 远方的 孩子们 通通都是自己人 自己人的爱不该再疑问 野心变了贪心 自私泛滥成疾病 即便领了高薪 还买不了幸福的婚姻 老公回来了脾气差 老婆从没梦过 怎么会是他 边哭着边报警 欺骗了朋友 欺骗自己 如果没有了谁输谁赢 看见你 听不见我声音 发现你 并不爱惜你自己 不要忘记 所有的希望 还在这里 在这里 为什么 为什么 明明都是自己人 为何把自己当成了敌人 远方的 孩子们 通通都是自己人 自己人的爱不该再疑问 为什么 为什么 明明都是自己人 为何把自己当成了敌人 远方的 孩子们 通通都是自己人 自己人的爱不该再疑问,自己人,"[[0.009875346952705866, 0.9901246530472941]]",0.009875346952705866,0.9901246530472941
《不可能错过你》,王力宏,不可能错过你  有时候只需要一首歌就能 让我自在 忘掉要排队空气 湿答答店员很坏 就是这个时候有一朵玫瑰 在我心盛开 就在这个时候阳光跟着撒下来 看见整个城市在恋爱 不可能错过你 缘份这件事有够奇怪 我不期待却偏要来 不可能错过你 爱情总叫人颇不期待多么愉快 自由自在我就是自由自在 有时候只需要一首歌 就会想谈恋爱 忘掉不自由钱会花很多朋友责怪 就是在这个时候有一朵玫瑰 在我心盛开 就是在这个时候彩虹跟着跑出来 那是你的微笑你的爱 不可能错过你 缘份这件事有够奇怪 我不期待却偏要来 不可能错过你 爱情总叫人颇不期待多么愉快 自由自在我就是自由自在 刚刚好转的心情就见乌云飘过来 过去的阴影使你徘徊 我不是爱神只好try..try..try.. 我不变你就会明白 不可能错过你 缘份这件事有够奇怪 我不期待却偏要来 不可能错过你 爱情总叫人颇不期待多么愉快 自由自在我就是自由自在 不可能错过你 缘份这件事有够奇怪 我不期待却偏要来 不可能错过你 爱情总叫人颇不期待多么愉快 自由自在我就是自由自在 Alright everybody alright listen up be quiet Now this is what making music is all about its about getting stupid with your friends a litter once in a while Yeah you gotta let the music into your heart You know you gotta feel it Alright here we go 不可能错过你 缘份这件事有够奇怪 我不期待却偏要来 不可能错过你 爱情总叫人颇不期待多么愉快 自由自在我就是自由自在,不可能错过你,"[[0.4760369727944852, 0.5239630272055148]]",0.4760369727944852,0.5239630272055148
《好想你》,王力宏,好想你 林燕岑　杨镇丞  就像潮来潮又去 你从不留意 我却害怕失去 苦苦留下足印 不管是否可以 永远留住你的心 只要与你有过交集 就不枉努力 如今身边没有你 心还在过去 爱想坚持到底 需要多少勇气 时间埋没记忆 掩饰不了这段情 你的每个表情 我都会好好温习 好想你 这感觉太清晰 你的脸是模糊是靠近 全都叫我心繫 好想你 我无力再抗拒 爱轻易联繫着我和你 却穿不透距离 我真的好想你 如今身边没有你 心还在过去 爱想坚持到底 需要多少勇气 时间埋没记忆 掩饰不了这段情 你的每个表情 我都会好好温习 好想你 这感觉太清晰 你的脸是模糊是靠近 全都叫我心繫 好想你 我无力再抗拒 爱轻易联繫着 我和你却穿不透距离 我真的好想你 好想你 这感觉太清晰 你的脸是模糊是靠近 全都叫我心繫 好想你 我无力再抗拒 爱轻易联繫着我和你 却穿不透距离 我真的好想你,好想你,"[[0.1471467152784881, 0.8528532847215119]]",0.1471467152784881,0.8528532847215119
《Sony Music-Man 世界巡回演唱会》,王力宏,竹林深处  把黑与白舞成一幅泼墨 哀与愁在幽篁里寻找解脱 把光与影佈置成你与我 情由我定夺 下笔浓淡在我 oh oh 哪里还有地方 oh oh 能够自在飞翔 oh oh 疑有乐音悠扬 oh oh 心灵自有天堂 多么美丽的竹林深处 在这里我会等 诗情画意的竹林深处 在这里我爱上你 多么自然的竹林深处 在这里我会 come on 世外桃源的竹林深处 找回原始的我和你 这凡间有太多因果 任凭岁月洗去对错 oh oh 哪里还有地方 oh oh 能够自在飞翔 oh oh 疑有乐音悠扬 oh oh 心灵自有天堂 多么美丽的竹林深处 在这里我会等 诗情画意的竹林深处 在这里我爱上你 多么自然的竹林深处 在这里我会 come on 世外桃源的竹林深处 找回原始的我和你 隐士墨客 用一节一枝一梢一叶一笔一画 提耐之间已作了文人雅士沉默的表达 弹一曲小调吟唱忘掉所有的奢华 飘泊落幕以后哪里才是最后的家 只有在竹林深处里能够找到解答 多么美丽的竹林深处 在这里我会一直等你 诗情画意的竹林深处 在这里我爱上你 多么自然的竹林深处 在这里我会 come on 世外桃源的竹林深处 找回原始的我和你 Zing Zing 多么美丽的竹林深处 在这里我会等 诗情画意的竹林深处 在这里我爱上你 多么自然的竹林深处 在这里我会 come on 世外桃源的竹林深处 找回原始的我和你,竹林深处,"[[0.6864277539883925, 0.3135722460116075]]",0.6864277539883925,0.3135722460116075
《公转自转》,王力宏,公转自转 姚谦 Waermo  我绕着你打转 一圈一圈公转 在人与人的银河 爱让我不间断 我因为你而转 一圈一圈自转 Oh Baby   我的世界明暗 因为思念使然 虽然这样的形容有一点简单俗套 我想  我说你是我的太阳 但是你对我来说真的有如此大的影响 心情有黑夜白天之差 爱是这么自然　延身出丰富感想 我像地球一样  你在我心思中央 我绕着你打转 一圈一圈公转 在人与人的银河 爱让我不间断 我因为你而转 一圈一圈自转 Oh Baby   我的世界明暗 因为思念使然 虽然这样的形容有一点简单俗套 我想  我说你是我的太阳 但是你对我来说真的有如此大的影响 心情有黑夜白天之差 爱是这么自然　延身出丰富感想 我像地球一样  你在我心思中央 我绕着你打转 一圈一圈公转 在人与人的银河 爱让我不间断 我因为你而转 一圈一圈自转 Oh Baby   我的世界明暗 因为思念使然 天长地久是神话 我知道 但却天真盼望 我傻吗 我绕着你打转 一圈一圈公转 在人与人的银河 爱让我不间断 我因为你而转 一圈一圈自转 Oh Baby   我的世界明暗 因为思念使然 一圈一圈公转 在人与人的银河 爱让我不间断 我因为你而转 一圈一圈自转 Oh Baby   我的世界明暗 因为思念使然,公转自转,"[[0.841051372087137, 0.15894862791286302]]",0.841051372087137,0.15894862791286302
《Evolution 音乐进化论(95-02 新歌+精选)》,王力宏,每一秒里都想见到你 姚若龙   今夜玩得有一点疯狂 其实我早就该回去 整夜的笑容在你的脸上 你是我最美的旋律 牵手牵得那么自然  AH 有默契浪漫就不难 像是手表被谁快转 你说真的时间太晚  OH NO NO OH  在每一秒里都想见到你 爱是不停在期待的心 拥有完美感情才有好心情 能不能晚点回去 OH  在每一秒里都想见到你 太多话我想讲给你听 今夜有最适合谈心的天气 能不能晚点回去 今夜玩得有一点疯狂 其实我早就该回去 整夜的笑容在你的脸上 你是我最美的旋律 牵手牵得那么自然  AH 有默契浪漫就不难 像是手表被谁快转 你说真的时间太晚  OH NO NO OH  在每一秒里都想见到你 爱是不停在期待的心 拥有完美感情才有好心情 能不能晚点回去 能不能晚点回去 OH  在每一秒里都想见到你 爱是不停在期待的心 拥有完美感情才有好心情 能不能晚点回去 OH  在每一秒里都想见到你 太多话我想讲给你听 今夜有最适合谈心的天气 能不能晚点回去,在每一秒里都想见到你,"[[0.7786881980721542, 0.22131180192784583]]",0.7786881980721542,0.22131180192784583
《Man In The Mirror》,王力宏,Man In The Mirror  Im Gonna Make A Change For Once In My Life Its Gonna Feel Real Good Gonna Make A Difference Gonna Make It Right As I Turn Up The Collar On My Favourite Winter Coat This Wind Is Blowin My Mind I See The Kids In The Street With Not Enough To Eat Who Am I To Be Blind Pretending Not To See Their Needs A Summers Disregard A Broken Bottle Top And A One Mans Soul They Follow Each Other On The Wind Ya Know Cause They Got Nowhere To Go Thats Why I Want You To Know Im Starting With The Man In The Mirror Im Asking Him To Change His Ways And No Message Could Have Been Any Clearer If You Wanna Make The World A Better Place Take A Look At Yourself And Then Make A Change Nana na na na na na. na na nana na na na na nah Ive Been A Victim Of A Selfish  Kind Of Love Its Time That I Realize That There Are Some With No Home Not A Nickel To Loan Could It Be Really Me Pretending That Theyre Not Alone A Willow Deeply Scarred Somebodys Broken Heart And A WashedOut Dream They Follow The Pattern Of The Wind Ya See Cause They Got No Where To Be Thats Why Im Starting With Me Im Talking About The Man In The Mirror Im Asking You To Change His Ways And No Message Could Have Been Any Clearer If You Wanna Make The World  A Better Place Take A Look At Yourself And Then Make A Change You Gotta Get it right While You Got The Time Cause If You Close Your Heart You Cant Close upYour Mind! That Man Im The Man in The Mirror Oh Yeah! Im Asking Him To Change His Ways No Message Could Have Been Any Clearer If You Wanna Make The World A Better Place Take A Look At Youself And Just Make That. CHANGE,Man,"[[0.961298974292018, 0.03870102570798193]]",0.961298974292018,0.03870102570798193
《改变自己》,王力宏,华人万岁    华人万岁 华人万岁 华人万岁 华人万万岁 华人万岁 华人万岁 华人万岁 华人万万岁 华人万岁 华人万岁 华人万岁 华人万万岁 华人万岁 华人万岁 华人万岁 华人万万岁 大家都说盖世英雄到来 龙的传人跟我一起摇摆 让你久等结果让你更嗨 我的热情从来没有离开 清一清嗓子喊着口号 华人万岁全世界都听到 我的文化就是我的骄傲 难怪我的音乐这么Chinckedout Check it out WOW WOW WOW Whats this 从来没人说过中文Like this 标准可是加了黄绿红的Twists 华人一直都在创下History 创下History创下History创下History创下History 2008年我好期待 看华人在北京拿金牌 如果有选手打破世界记录 一定会听见现场忽然变的掌声如雷 在历史的那一刻就会听见大家一起呐喊 四个字就是什么 华人万岁 华人万岁 华人万岁 华人万万岁 华人万岁 华人万岁 华人万岁 华人万万岁 奥运选手加油 一起努力才能蒸蒸日上 im born in the USA but made in taiwan 虽然whatever 我马不停蹄流浪 但落叶归根在东方才找到我的家 所以请你深深地吸一口气 看终于让我的音乐给你爱的鼓励 把你的手挥在空气里身体的国旗 骄傲的说我可以改变世界改变自己 做一个领袖 做一个领袖 领和袖我都有 Now lets go 左边的说HEY 右边的说HO 大家都说华人万岁 华人万岁 华人万岁 华人万岁 华人万万岁 华人万岁 华人万岁 华人万岁 华人万万岁 华人万岁 华人万岁 华人万岁 华人万万岁 华人万岁 华人万岁 华人万岁 华人万万岁 王建民的棒球 华人万岁 马友友的琴声 华人万岁 李安的电影 华人万岁 刘翔的跨栏 华人万岁 郎朗的钢琴 华人万岁 成龙的拳头 华人万岁 十几亿个华人 华人万岁,华人万岁,"[[0.9368712394834194, 0.06312876051658058]]",0.9368712394834194,0.06312876051658058
《十八般武艺》,王力宏,Do U Love Me  眼睛看我 看看我的眼睛 想问问你 问你一个问题 你你我我 还在演什么戏 戏如人生 还是人生如戏 你爱的人到底是不是我 是否真正的我 是另一个样子 如果你愿意 我卸下我的面具 给你我全部 全部的我都给你 你挑着担 我牵着马 迎来日出 送走晚霞 给我一个反应 喊喊我的名字 美猴王的魅力 推前浪的行着 还在努力找传说中的幸福 一句道白 让你听的清楚 Do U Love Me 说说 你爱我到什么程度 Do U Love Me 说说 你要我到什么地步 让我相信 你的动心 为什么我还是 无法觉得真心 DoDoDoDoDoDoDoDo DoDoDoDo Do U Love Me 眼睛看我 看看我的眼睛 想问问你 问你一个问题 你你我我 还在演什么戏 戏如人生 还是人生如戏 你爱的人到底是不是我 是否真正的我 是另一个样子 如果你愿意 我卸下我的面具 给你我全部 全部的我都给你 你挑着担 我牵着马 迎来日出 送走晚霞 给我一个反应 喊喊我的名字 美猴王的魅力 推前浪的行着 还在努力找传说中的幸福 一句道白 让你听的清楚 Do U Love Me 说说 你爱我到什么程度 Do U Love Me 说说 你要我到什么地步 让我相信 你的动心 为什么我还是 无法觉得真心 DoDoDoDoDoDoDoDo DoDoDoDo Do U Love Me Do U Love Me 说说 你爱我到什么程度 Do U Love Me 说说 你要我到什么地步 让我相信 你的动心 为什么我还是 无法觉得真心 DoDoDoDoDoDoDoDo DoDoDoDo Do U Love Me,DO,"[[0.34140507113812746, 0.6585949288618725]]",0.34140507113812746,0.6585949288618725
《十八般武艺》,王力宏,原来默罕默德就是杜明汉 汉 额 这就叫做用丹田唱歌 他根本就不会用丹田唱歌 利卡洛 他根本就不会用丹田唱歌 利卡洛 根根本 根根跟本 根本就不喜欢 根根本 根根本 根根根本 根本不喜欢女生 根根根本 他根本就不会用丹田唱歌 根根本 根根根本 他根本就不会用丹田唱歌 根根本 根根根本 欢迎来到我的国度 十八般武艺十八种元素 一新的耳目音乐的武术 和你们恋爱是我的幸福 舞龙舞狮把气氛干热 代表我的戏要马上开始 hit them with the shitother artist cant spit 提醒着 他们为什么 我永远 dont quit 他根本就不会用丹田唱歌 根根本 根根根本 他根本就不会用丹田唱歌 根根本 根根根本 我觉得我是你的知音 根根本本 根本 不喜欢 我觉得我是你的知音 根根本本 根本 不喜欢 我全都告诉你的 根本就不会用丹田唱歌 根根本 根根根本 根本就不会用丹田唱歌 根根本 根根根本 我真没有想到啊 这明星效应 还真你拉灵 那我也愿意为你弹琴 为什么还不回来 根根根本 不回来 为什么还不回来 根根根本 不回来 为什么还不回来 根根根本 为什么还不回来 阿德呀 阿德呀,Dragon,"[[0.3453093434507174, 0.6546906565492826]]",0.3453093434507174,0.6546906565492826
《十八般武艺》,王力宏,天涯海角  醒来后只是梦境 才发现身边没你 原来最残忍的是想象力 醒来后清楚听见 寂寞在耳边叹息 寻觅安抚我的声音 没有你 我的世界失去了色彩 没有你 我对生命失去了期待 没有你 我宁愿永远沉睡不要醒来 我愿意走过天涯飞过海角 只要能够守候在你身边 我愿意用这辈子让你相信 这就是唯一 幸福结局 拉开紧闭的窗帘 以为能暂时抽离 阳光却让失落更清晰 我想要夺门而去 彷佛再多等一秒钟就会来不及 没有你 我的世界失去了色彩 没有你 我对生命失去了期待 没有你 我宁愿永远沉睡不要醒来 我愿意走过天涯飞过海角 只要能够守候在你身边 我愿意用这辈子让你相信 这就是唯一 幸福结局 醒来以后 我身边没你 最残忍的 是想象力 清楚听见 寂寞在叹息 寻觅安抚的声音 我愿意走过天涯飞过海角 只要能够守候在你身边 我愿意用这辈子让你相信 这就是唯一 幸福的结局 幸福的结局 我愿意走过天涯飞过海角 幸福的结局 这就是唯一 幸福的结局 Oh,天涯海角,"[[0.19147891439720988, 0.8085210856027901]]",0.19147891439720988,0.8085210856027901
《火力全开》,王力宏,爱错  北风毫不留情 把叶子吹落 脆弱的她选择了逃脱 叶子失去消息风才感觉寂寞 整个冬天北风的痛没人能说 我从来没想过 我会这样做 从来没爱过 所以爱错 我从哪里起飞 从哪里降落 多少不能原谅的错 却不能重来过 翻开回忆角落 完美的生活 以为幸福都可以掌握 仔细回味当初 那个故事背后 OH 原来是我 犯下从没承认的错 我从来没想过 我会这样做 从来没爱过 所以爱错 我从哪里起飞 从哪里降落 多少不能原谅的错 却不能重来过 在这少了你的世界 OH 找不回那些感觉 其实我不想道别 那些过去 我从来没想过 我会这样做 从来没爱过所以爱错从来没有爱过那么认真 我从哪里起飞 从哪里降落 多少不能原谅的错 却不能重来过 我从来没想过 我会这样做 从来没爱过 所以爱错 我从哪里起飞 从哪里降落 多少不能原谅的错 请你原谅我的爱错,爱错,"[[0.0379629179486104, 0.9620370820513896]]",0.0379629179486104,0.9620370820513896
《大马 Music Man 纪念精选辑》,王力宏,Everything 小寒    故事里的 起承转合 有一些忘记 做了多少错误的选择 原来波折 才暗示着 该走的方向 指引你我来到这一刻 就算别人都说 我们没什么出息 不可能会这样轻易放弃 Cause Youre My Everything 就一个原因 让我勇敢面对这个世界 想给你Everything 不管用多少个明天 永远从此刻开始算起 你的爱是我的Everything 辽阔天际 巧合相遇 有多少机率 多少烟火 坠落无痕迹 因为幸福 没有捷径 难免要绕道 不被看好越是要走到 就算别人都说 我们没什么出息 不可能会这样轻易放弃 你就是Everything 就这个原因 让我勇敢面对这个世界 想给你Everything 只要你说一声愿意 所有的未来才有意义 你的爱是我的Everything Cause Youre My Everything 就这个原因 让我勇敢面对这个世界 想给你Everything 不管用多少个明天 永远从此刻开始算起 你就是Everything 就如这个原因 我会永远记住这种感觉 想给你Everything 只要你说一声愿意 所有的未来才有意义 你的爱是我的Everything,Everything,"[[0.988630198434109, 0.011369801565890998]]",0.988630198434109,0.011369801565890998
《情敌贝多芬》,王力宏,四季  你把微笑 都给了我的春天 要我记住你的脸 当我的寂寞轻靠在你的双手 花季是希望的容颜 我把热情飞扬在你的身边 遵守三月的诺言 当你的青春开满夏日的玫瑰 我愿是你的灿烂 我请西风回去告诉你 我的梦将为你不断流浪 我让温柔的小雨陪着我 数着鸿雁将你思念 你用冰雪抚着我的泪 不要生命为了寒冷伤悲 我在冬季的夜里 生堆火 等待远方你的追寻 你把微笑 都给了我的春天 要我记住你的脸 当我的寂寞轻靠在你的双手 花季是希望的容颜 我把热情飞扬在你的身边 遵守三月的诺言 当你的青春开满夏日的玫瑰 我愿是你的灿烂 我请西风回去告诉你 我的梦将为你不断流浪 我让温柔的小雨陪着我 数着鸿雁将你思念 你用冰雪抚着我的泪 不要生命为了寒冷伤悲 我在冬季的夜里 生堆火 等待远方你的追寻 我在冬季的夜里 生堆火 等待远方你的追寻,四季,"[[0.907980731361971, 0.09201926863802896]]",0.907980731361971,0.09201926863802896
《2006韩剧超强情歌精选No.1》,王力宏,第一个清晨  光投进爱 把梦刷白 舍不得你会醒过来 不要现在 昨夜走太快 哦… 说不上来 隐隐藏在胸口一块 吻你脸颊 证明此刻真的存在 是你让我相信爱 对我慷慨 HEY OH 是爱我们是注定不是意外 这是爱 我们的爱 还不确定却好实在 把你贴在胸怀 静静的代替表白 才不愿放开 这是爱 给你的爱 没名字却停不下来 在忐忑里期待 雀跃中想到未来是你 我才明白 这就是爱 但梦还在 小心不让你醒过来 也许现在 就是永恒的未来 是你让我相信爱 对我慷慨 HEY OH 是爱我们是注定不是意外 这是爱 我们的爱 还不确定却好实在 把你贴在胸怀 静静的代替表白 才不愿放开 这是爱 给你的爱 没名字却停不下来 在忐忑里期待 雀跃中想到未来是你 我才明白 这就是爱 第一个我们的清晨 迷人和默契都是你的 无限可能 言语都显得太肤浅 这是爱 我们的爱 还不确定却好实在 把你贴在胸怀 静静的代替表白 才不愿放开 这是爱 给你的爱 没名字却停不下来 在忐忑里期待 雀跃中想到未来是你 我才明白 这就是爱,第一个清晨,"[[0.7045035748683633, 0.29549642513163665]]",0.7045035748683633,0.29549642513163665
《改变自己》,王力宏,爱的鼓励    Hey 太阳会出现 只要给一次机会 心情一飞冲天 带你的烦恼Away 每一次 在谷底跌倒 Ooh 来一点高潮 Baby想给你 爱的鼓励Hey 在你需要的时候 加油打气HO Baby想给你 爱的鼓励Wusa 雨后还能有彩虹 别放弃 Hey 太阳出现了 感谢你给我机会 心情哼出来是一首歌 让你听得好甜美 每一次 在谷底跌倒 Ooh 来一点高潮 Baby想给你 爱的鼓励Hey 在你需要的时候 加油打气Ho Baby想给你 爱的鼓励Wusa 雨后还能有彩虹 别放弃 每一次 在谷底跌倒 Ooh 来一点高潮 Baby想给你 爱的鼓励Hey 在你需要的时候加油打气Ho Baby想给你爱的鼓励 雨后还能有彩虹别放弃 Baby想给你爱的鼓励Hey 在你需要的时候加油打气Ho Baby想给你爱的鼓励 雨后还能有彩虹别放弃 别放弃,爱的鼓励,"[[0.994167479651986, 0.00583252034801395]]",0.994167479651986,0.00583252034801395
《唯一》,王力宏,Oh My Gog 别这样 Oh My Gog 别这样 我已无力再反抗 我已无力再反抗 找不到一句谎话 找不到一句谎话 骗自己 把她忘掉 骗自己 把她忘掉 亲过她得嘴唇 亲过她得嘴唇 却不像情人 当我要他听真心话 却不像情人 当我要他听真心话 她转身突然遇见白狐狸 她转身突然遇见白狐狸 她转身突然遇见白狐狸 遇见白狐狸 逃不过她的眼睛美丽又神秘 遇见白狐狸 逃不过她的眼睛美丽又神秘 遇见白狐狸 逃不过她的眼睛美丽又神秘 这份爱 没有空气 不让我喘息 这份爱 没有空气 不让我喘息 这份爱 没有空气 不让我喘息 心碎了 不能痊愈 医不好自己 心碎了 不能痊愈 医不好自己 心碎了 不能痊愈 医不好自己 我不要爱得太复杂 放不下我不要别人代替她 代替她这是我的惩罚 让它这样吧,白狐狸,"[[0.041025715396265094, 0.9589742846037349]]",0.041025715396265094,0.9589742846037349
《好想你》,王力宏,风中的遗憾  我在风里呼喊你的声音 可曾听见 风里喊你千百遍的声音 能传多远 你能撕碎我的情 撕毁我的意 撕裂我身体 可是我呐喊的声音 你不应该装听不见 我在风里呼喊你的声音 可曾听见 成千上万的思念 要呼喊多少年 我能喊你一百遍 求你一千遍 等你一万年 可是我反覆的思念 你不应该装听不见 让我的梦 散成片片 在风里飞 悲伤的夜 一个人 也喝不醉 而我 终于明白 没有爱 而我 面对背叛 的伤害 所以痛彻心扉 也不奇怪 风中声声呼喊 都是遗憾 我在风里呼喊你的声音 可曾听见 成千上万的思念 要呼喊多少年 我能喊你一百遍 求你一千遍 等你一万年 可是我反覆的思念 你不应该装听不见 让我的梦 散成片片 在风里飞 悲伤的夜 一个人 也喝不醉 而我 终于明白 没有爱 而我 面对背叛 的伤害 所以痛彻心扉 也不奇怪 风中声声呼喊 而我 终于明白 没有爱 而我 面对背叛 的伤害 所以痛彻心扉 也不奇怪 风中声声呼喊 都是遗憾,风中的遗憾,"[[0.07166568603968704, 0.928334313960313]]",0.07166568603968704,0.928334313960313
《Sony Music-Man 世界巡回演唱会》,王力宏,如果你听见我的歌   刘虞瑞   在  送你上车以后 我  独自站了好久 雨  像一整夜的梦 痛  却怎么也不走 猜不透  是哪里出了错 或许只是  该结束的时候 想起你那句  还是朋友 为什么我  竟如此痛在心头 如果你  在寂寞的时刻 却听见我这首歌 你眼眶是否会  发热 如果你  在快乐的时刻 却听见我这首歌 你心里是否会有一点  舍不得 泪  不会轻易的流 你  也用不着歉疚 爱  就像覆水难收 情  又有谁能强求 猜不透  是哪里出了错 或许只是  该结束的时候 想起你那句  还是朋友 为什么我  竟如此痛在心头 如果你  在寂寞的时刻 却听见我这首歌 你眼眶是否会  发热 如果你  在快乐的时刻 却听见我这首歌 你心里是否会有一点  舍不得 如果你  在寂寞的时刻 却听见我这首歌 你眼眶是否会  发热 如果你  在快乐的时刻 却听见我这首歌 你心里是否会有一点  舍不得 如果你  在寂寞的时刻 却听见我这首歌 你眼眶是否会  发热 如果你  在快乐的时刻 却听见我这首歌 你心里是否会有一点  舍不得,如果你听见我的歌,"[[0.20468610796070907, 0.7953138920392909]]",0.20468610796070907,0.7953138920392909
《Sony Music-Man 世界巡回演唱会》,王力宏,大城小爱 Live 词曲  乌黑 乌黑 乌黑的发尾盘成一个圈 乌黑 乌黑 乌黑 乌黑的发尾盘成一个圈 缠绕 缠绕所有对你的眷恋 隔着半透明门帘 嘴里说的语言完全没有欺骗 屋顶灰色瓦片安静的画面 灯火是你美丽那张脸 终于找到所有流浪的终点 你的微笑结束了疲倦 千万不要说天长地久 免得你觉得我不切实际 想多么简单就多么简单 是妈妈告诉我的哲理 脑袋都是你心里都是你 小小的爱在大城里好甜蜜 念的都是你全部都是你 小小的爱在大城里只为你倾心 Yeah 乌黑的发尾盘成一个圈 缠绕所有对你的眷恋 终于找到所有流浪的终点 你的微笑结束了疲倦 千万不要说天长地久 免得你觉得我不切实际 想多么简单就多么简单 让我大声地对你说 Im thinking of you 心里都是你 小小的爱在大城里好甜蜜 念的都是你全部都是你 小小的爱在大城里只为你倾心 那回程的票根你留做纪念 不必害怕面对离别 剪掉一束头发让我放在胸前 走到哪里都有你陪 相随 脑袋都是你心里都是你 小小的爱在大城里好甜蜜 念的都是你全部都是你 小小的爱在大城里只为你倾心 脑袋都是你心里都是你 小小的爱在大城里好甜蜜 念的都是你全部都是你 小小的爱在大城里只为你倾心 啦啦啦啦啦 啦啦啦啦啦 啦啦啦啦啦啦啦啦啦啦啦 啦啦啦啦啦啦啦啦啦啦 啦啦啦啦啦啦 啦啦啦啦啦啦啦啦啦啦 啦啦啦啦啦啦啦啦啦 好甜蜜 啦啦啦啦啦啦 乌黑的发尾盘成一个圈 缠绕所有对你的眷恋 那一种寸步不离的感觉 我知道 就叫 做 台北,大城小爱,"[[0.9696292269446631, 0.03037077305533681]]",0.9696292269446631,0.03037077305533681
《永远的第一天》,王力宏,不要害怕 黄大军   不要害怕 不要害怕 爱一个人其实并不复杂 不要害怕 不要害怕 过去的眼泪用今天去擦 午夜的两点半 我走不进梦乡 时间在逃亡 悲伤还在原地方 我将一床被单 绞成混乱一片 爱已经灭亡 然而思念更坚强 不要害怕 不要害怕 爱一个人其实并不复杂 不要害怕 不要害怕 过去的眼泪用今天去擦 我答应自己不要放弃 我答应自己不要忘记 闭上眼想一遍 你转身的模样 每一个角度 都好像一种飞翔 我因为看着你 回忆你而悲伤 是你在心里不断的想 不要害怕 不要害怕 爱一个人其实并不复杂 不要害怕 不要害怕 过去的眼泪用今天去擦 我答应自己不要放弃 我答应自己不要忘记 不要害怕 不要害怕 爱一个人其实并不复杂 不要害怕 不要害怕 过去的眼泪用今天去擦 不要害怕 不要害怕 爱一个人其实并不复杂 不要害怕 不要害怕 过去的眼泪用今天去擦,不要害怕,"[[0.8838074862054732, 0.11619251379452673]]",0.8838074862054732,0.11619251379452673
