,url,samelike,watched,rate_self
0,https://www.douban.com/people/155725821,11,209,0.05263157894736842
1,https://www.douban.com/people/53361347,0,0,0
2,https://www.douban.com/people/120401274,0,0,0
3,https://www.douban.com/people/3389694,0,0,0
4,https://www.douban.com/people/loveofsophie,39,280,0.1392857142857143
5,https://www.douban.com/people/50557701,61,330,0.18484848484848485
6,https://www.douban.com/people/60283363,89,923,0.09642470205850487
7,https://www.douban.com/people/zuyueodd,64,1068,0.0599250936329588
8,https://www.douban.com/people/62637722,93,576,0.16145833333333334
9,https://www.douban.com/people/138448588,6,40,0.15
10,https://www.douban.com/people/60455917,70,741,0.09446693657219973
11,https://www.douban.com/people/52350337,66,434,0.15207373271889402
12,https://www.douban.com/people/52836539,0,0,0
13,https://www.douban.com/people/149109385,0,0,0
14,https://www.douban.com/people/144686050,33,240,0.1375
15,https://www.douban.com/people/63415003,69,264,0.26136363636363635
16,https://www.douban.com/people/149840832,0,0,0
17,https://www.douban.com/people/60848063,27,95,0.28421052631578947
18,https://www.douban.com/people/134762799,0,0,0
19,https://www.douban.com/people/159162556,0,0,0
20,https://www.douban.com/people/3364014,94,627,0.14992025518341306
21,https://www.douban.com/people/148382896,7,47,0.14893617021276595
22,https://www.douban.com/people/Celia0121,26,106,0.24528301886792453
23,https://www.douban.com/people/120483872,72,406,0.17733990147783252
24,https://www.douban.com/people/61284550,68,377,0.18037135278514588
25,https://www.douban.com/people/giantpanda,56,531,0.10546139359698682
26,https://www.douban.com/people/27850866,0,0,0
27,https://www.douban.com/people/105000215,0,0,0
28,https://www.douban.com/people/68167315,33,127,0.25984251968503935
29,https://www.douban.com/people/zbinter1908,104,724,0.143646408839779
30,https://www.douban.com/people/150668030,0,0,0
31,https://www.douban.com/people/Fiona-Magic-HP,65,319,0.20376175548589343
32,https://www.douban.com/people/65293455,18,304,0.05921052631578947
33,https://www.douban.com/people/meteorws,79,661,0.11951588502269289
34,https://www.douban.com/people/145618038,0,0,0
35,https://www.douban.com/people/70593157,29,54,0.5370370370370371
36,https://www.douban.com/people/151480308,0,0,0
37,https://www.douban.com/people/78821422,170,1373,0.12381646030589949
38,https://www.douban.com/people/liangjianyupku,98,807,0.12143742255266418
39,https://www.douban.com/people/cjohnnydeng,58,184,0.31521739130434784
40,https://www.douban.com/people/133546167,6,36,0.16666666666666666
41,https://www.douban.com/people/152910188,37,129,0.2868217054263566
42,https://www.douban.com/people/140893682,63,258,0.2441860465116279
43,https://www.douban.com/people/80751125,45,200,0.225
44,https://www.douban.com/people/45227633,10,27,0.37037037037037035
45,https://www.douban.com/people/WertherWhite,69,196,0.3520408163265306
46,https://www.douban.com/people/121885943,7,65,0.1076923076923077
47,https://www.douban.com/people/apoxj,14,73,0.1917808219178082
48,https://www.douban.com/people/159231538,0,0,0
49,https://www.douban.com/people/150617861,0,0,0
50,https://www.douban.com/people/beate,171,1430,0.11958041958041958
51,https://www.douban.com/people/162873812,0,0,0
52,https://www.douban.com/people/4019423,27,153,0.17647058823529413
53,https://www.douban.com/people/SaredFire,24,385,0.06233766233766234
54,https://www.douban.com/people/congyaoyao,44,678,0.06489675516224189
55,https://www.douban.com/people/154982937,0,0,0
56,https://www.douban.com/people/2372971,65,551,0.11796733212341198
57,https://www.douban.com/people/71953415,104,2212,0.04701627486437613
58,https://www.douban.com/people/144671819,0,0,0
59,https://www.douban.com/people/4102039,6,33,0.18181818181818182
60,https://www.douban.com/people/73883127,42,333,0.12612612612612611
61,https://www.douban.com/people/155260281,8,24,0.3333333333333333
62,https://www.douban.com/people/3292729,65,265,0.24528301886792453
63,https://www.douban.com/people/77227708,10,24,0.4166666666666667
64,https://www.douban.com/people/146005692,0,0,0
65,https://www.douban.com/people/120574864,66,407,0.16216216216216217
66,https://www.douban.com/people/60575887,14,51,0.27450980392156865
67,https://www.douban.com/people/141707260,7,42,0.16666666666666666
68,https://www.douban.com/people/156983522,0,0,0
69,https://www.douban.com/people/154085890,0,0,0
70,https://www.douban.com/people/134720826,0,0,0
71,https://www.douban.com/people/104296851,0,0,0
72,https://www.douban.com/people/56969754,71,235,0.3021276595744681
73,https://www.douban.com/people/160064545,0,0,0
74,https://www.douban.com/people/flvacant,75,761,0.09855453350854139
75,https://www.douban.com/people/144193372,6,40,0.15
76,https://www.douban.com/people/yanluozhikai,87,659,0.13201820940819423
77,https://www.douban.com/people/131478894,0,0,0
78,https://www.douban.com/people/154306552,0,0,0
79,https://www.douban.com/people/159393992,0,0,0
80,https://www.douban.com/people/myheartbeat,59,451,0.13082039911308205
81,https://www.douban.com/people/marijuana-yama,133,2010,0.06616915422885572
82,https://www.douban.com/people/98174400,0,0,0
83,https://www.douban.com/people/58025611,111,539,0.20593692022263452
84,https://www.douban.com/people/aliceinsummer,36,159,0.22641509433962265
85,https://www.douban.com/people/53476786,24,170,0.1411764705882353
86,https://www.douban.com/people/50589748,16,48,0.3333333333333333
87,https://www.douban.com/people/blackscreen,72,624,0.11538461538461539
88,https://www.douban.com/people/jimaikun,33,131,0.25190839694656486
89,https://www.douban.com/people/sardine2,17,280,0.060714285714285714
90,https://www.douban.com/people/3838479,31,247,0.12550607287449392
91,https://www.douban.com/people/146118053,0,0,0
92,https://www.douban.com/people/121913128,69,239,0.28870292887029286
93,https://www.douban.com/people/trick_trick,125,1540,0.08116883116883117
94,https://www.douban.com/people/101230763,0,0,0
95,https://www.douban.com/people/57726184,32,121,0.2644628099173554
96,https://www.douban.com/people/153613613,0,0,0
97,https://www.douban.com/people/25568016,9,78,0.11538461538461539
98,https://www.douban.com/people/hkong,0,0,0
99,https://www.douban.com/people/155331641,8,21,0.38095238095238093
100,https://www.douban.com/people/48019548,13,74,0.17567567567567569
101,https://www.douban.com/people/147966801,13,55,0.23636363636363636
102,https://www.douban.com/people/149681838,0,0,0
103,https://www.douban.com/people/65633916,17,80,0.2125
104,https://www.douban.com/people/micheliafigo,83,486,0.17078189300411523
105,https://www.douban.com/people/mr_dead,17,88,0.19318181818181818
106,https://www.douban.com/people/3421946,80,340,0.23529411764705882
107,https://www.douban.com/people/63818424,51,448,0.11383928571428571
108,https://www.douban.com/people/2230280,145,895,0.16201117318435754
109,https://www.douban.com/people/153437987,0,0,0
110,https://www.douban.com/people/156902550,0,0,0
111,https://www.douban.com/people/37843918,205,2618,0.07830404889228419
112,https://www.douban.com/people/90932394,20,42,0.47619047619047616
113,https://www.douban.com/people/xilakuyu,49,245,0.2
114,https://www.douban.com/people/91495186,31,445,0.0696629213483146
115,https://www.douban.com/people/hattatsu,68,1007,0.06752730883813307
116,https://www.douban.com/people/63176438,0,0,0
117,https://www.douban.com/people/142567892,32,201,0.15920398009950248
118,https://www.douban.com/people/73120617,11,173,0.06358381502890173
119,https://www.douban.com/people/yuyan545,106,1837,0.05770277626565052
120,https://www.douban.com/people/46540910,95,228,0.4166666666666667
121,https://www.douban.com/people/forgv,83,695,0.11942446043165468
122,https://www.douban.com/people/116249125,19,106,0.1792452830188679
123,https://www.douban.com/people/woweike,98,2810,0.034875444839857654
124,https://www.douban.com/people/71003310,28,72,0.3888888888888889
125,https://www.douban.com/people/58519108,42,383,0.10966057441253264
126,https://www.douban.com/people/mangoblue,46,450,0.10222222222222223
127,https://www.douban.com/people/162472888,30,149,0.20134228187919462
128,https://www.douban.com/people/43562390,0,0,0
129,https://www.douban.com/people/152198695,0,0,0
130,https://www.douban.com/people/vinesun,67,311,0.21543408360128619
131,https://www.douban.com/people/3444455,120,813,0.14760147601476015
132,https://www.douban.com/people/136683716,0,0,0
133,https://www.douban.com/people/houye1991,72,467,0.15417558886509636
134,https://www.douban.com/people/162952765,0,0,0
135,https://www.douban.com/people/56005965,8,38,0.21052631578947367
136,https://www.douban.com/people/YYt17806276519,0,0,0
137,https://www.douban.com/people/157472788,0,0,0
138,https://www.douban.com/people/56714797,18,36,0.5
139,https://www.douban.com/people/157750837,0,0,0
140,https://www.douban.com/people/144175744,0,0,0
141,https://www.douban.com/people/bitter_camellia,13,42,0.30952380952380953
142,https://www.douban.com/people/139374772,0,0,0
143,https://www.douban.com/people/zoromi,36,242,0.1487603305785124
144,https://www.douban.com/people/supremesally,0,0,0
145,https://www.douban.com/people/157441970,0,0,0
