,url,samelike,watched,rate_self
0,https://www.douban.com/people/Wargrave,76,1534,0.04954367666232073
1,https://www.douban.com/people/152003968,0,0,0
2,https://www.douban.com/people/114977043,63,639,0.09859154929577464
3,https://www.douban.com/people/95669861,0,0,0
4,https://www.douban.com/people/8451472,61,400,0.1525
5,https://www.douban.com/people/119448064,80,387,0.20671834625322996
6,https://www.douban.com/people/135419384,30,148,0.20270270270270271
7,https://www.douban.com/people/162407605,15,36,0.4166666666666667
8,https://www.douban.com/people/150940956,7,32,0.21875
9,https://www.douban.com/people/Yolanda_Leee,106,678,0.15634218289085547
10,https://www.douban.com/people/48180417,0,0,0
11,https://www.douban.com/people/51834753,29,170,0.17058823529411765
12,https://www.douban.com/people/27390590,0,0,0
13,https://www.douban.com/people/138189474,12,31,0.3870967741935484
14,https://www.douban.com/people/155256595,6,20,0.3
15,https://www.douban.com/people/96435566,0,0,0
16,https://www.douban.com/people/47200426,46,669,0.0687593423019432
17,https://www.douban.com/people/119567326,6,21,0.2857142857142857
18,https://www.douban.com/people/daisyphd,86,673,0.1277860326894502
19,https://www.douban.com/people/ryanwanghz,92,767,0.11994784876140809
20,https://www.douban.com/people/lihanbin,38,187,0.20320855614973263
21,https://www.douban.com/people/nsnow,7,21,0.3333333333333333
22,https://www.douban.com/people/2788428,36,206,0.17475728155339806
23,https://www.douban.com/people/zhuangwei920,28,186,0.15053763440860216
24,https://www.douban.com/people/henyufenglian,129,1446,0.08921161825726141
25,https://www.douban.com/people/39527304,0,0,0
26,https://www.douban.com/people/14373742,22,106,0.20754716981132076
27,https://www.douban.com/people/xxz0531,75,660,0.11363636363636363
28,https://www.douban.com/people/155745775,0,0,0
29,https://www.douban.com/people/50357025,60,997,0.06018054162487462
30,https://www.douban.com/people/148545849,0,0,0
31,https://www.douban.com/people/Switchblade,17,95,0.17894736842105263
32,https://www.douban.com/people/gyaagary,0,0,0
33,https://www.douban.com/people/81928369,47,192,0.24479166666666666
34,https://www.douban.com/people/71115623,9,40,0.225
35,https://www.douban.com/people/cicillia,0,0,0
36,https://www.douban.com/people/161105935,0,0,0
37,https://www.douban.com/people/84755095,0,0,0
38,https://www.douban.com/people/162374376,16,56,0.2857142857142857
39,https://www.douban.com/people/xiayamo,44,626,0.07028753993610223
