url,actors,audience,director,genre,rate,title,year,...
https://movie.douban.com/subject/25911836/,"[""陈鲁豫""]",85,[],"[""真人秀""]",6.8,鲁豫的礼物,(2014),{}
https://movie.douban.com/subject/26647010/,"[""王涛"", ""曾志伟"", ""郝海东"", ""哈梅斯·罗德里格斯"", ""克里斯蒂亚诺·罗纳尔多"", ""滨岩"", ""徐根宝"", ""宫磊"", ""文森特·德尔·博斯克"", ""费尔南多·托雷斯"", ""里奥内尔·梅西"", ""卡卡"", ""安德列斯·伊涅斯塔·卢扬"", ""法比奥·卡纳瓦罗"", ""菲利波 · 因扎吉"", ""哈维尔·萨内蒂"", ""斯特凡·约维蒂奇"", ""路易斯·苏亚雷斯"", ""托马斯·穆勒""]",83,[],"[""真人秀""]",4.3,绿茵继承者,(2016),{}
https://movie.douban.com/subject/24858964/,"[""郭政建"", ""谷放冰"", ""路知行"", ""林强""]",514,"[""林旭茂""]","[""动画"", ""短片""]",7.5,河神之鼓,(2013),{}
https://movie.douban.com/subject/26830027/,"[""李响"", ""余声"", ""张亮"", ""何穗""]",,[],"[""真人秀""]",,谁是你的菜 第二季,(2016),{}
https://movie.douban.com/subject/24381349/,[],1217,"[""金明哲""]","[""纪录片""]",6.8,园林,(2014),{}
https://movie.douban.com/subject/26741810/,"[""尚雯婕"", ""郑淳元"", ""古巨基"", ""韩彩英""]",68,[],"[""音乐"", ""歌舞"", ""真人秀""]",6.8,星动亚洲 第二季,(2016),{}
https://movie.douban.com/subject/26701777/,"[""刘超"", ""尹航"", ""鹤昀"", ""李磊"", ""李延"", ""曾晨"", ""孙逢苑"", ""黄海"", ""邱悦"", ""韩金明"", ""孙馨圯"", ""魏博"", ""舒丽"", ""张苏鲁"", ""吴优优"", ""王东伟"", ""陈立果"", ""王晓义"", ""刘明"", ""谢兰"", ""姚程熏"", ""付少恋"", ""刘力红"", ""李洋洋"", ""王凤伟"", ""胡桀添"", ""陈建州""]",135,"[""王漪钏"", ""黄海""]","[""剧情"", ""喜剧""]",2.4,我很帅,(2015),{}
https://movie.douban.com/subject/26656564/,"[""何育骏"", ""王岚"", ""高明升"", ""胡子健"", ""吕文军"", ""陈升卫"", ""路少平"", ""蒋林燕"", ""孙鸣骏"", ""王军"", ""王旭升""]",442,"[""许江华"", ""林小鑫""]","[""剧情"", ""动作"", ""战争""]",2.3,绝战,(2016),{}
https://movie.douban.com/subject/26628386/,[],166,"[""危凯"", ""陈烨""]","[""纪录片""]",7.5,雨水丰沛的季节,(2015),{}
https://movie.douban.com/subject/26794183/,"[""杨威"", ""杨云"", ""寇乃馨"", ""黄国伦""]",,[],"[""真人秀""]",,鲁豫的礼物 第二季,(2016),{}
https://movie.douban.com/subject/24695588/,"[""张立昕"", ""韩鹏翼"", ""王凯"", ""刘晓晔"", ""张帆""]",490,"[""安战军""]","[""剧情"", ""喜剧""]",4.7,逆袭,(2013),{}
https://movie.douban.com/subject/26348414/,"[""张涵予"", ""戚薇"", ""福山雅治"", ""河智苑"", ""国村隼"", ""池内博之"", ""樱庭奈奈美"", ""仓田保昭"", ""吴飞霞"", ""斋藤工"", ""吉泽悠""]",,"[""吴宇森""]","[""动作"", ""悬疑""]",,追捕,(2018),{}
https://movie.douban.com/subject/26829718/,"[""Rufus Sewell""]",28,[],"[""纪录片"", ""历史""]",6.5,武则天:中国被遗忘的皇帝 China’s Forgotten Emperor,(2016),{}
https://movie.douban.com/subject/26809061/,"[""鞠婧祎"", ""黄婷婷"", ""李艺彤"", ""林思意"", ""唐安琪"", ""刘炅然"", ""冯薪朵"", ""何晓玉"", ""戴萌"", ""许佳琪"", ""龚诗淇"", ""张昕"", ""王璐"", ""许杨玉琢"", ""刘佩鑫"", ""李宇琪"", ""吴哲晗"", ""陈怡馨"", ""邵雪聪"", ""宋昕冉"", ""杨韫玉"", ""张丹三"", ""陈琳"", ""张怡"", ""谢蕾蕾"", ""王晓佳"", ""冯晓菲"", ""费沁源"", ""莫寒"", ""赵嘉敏"", ""邱欣怡"", ""万丽娜"", ""易嘉爱"", ""曾艳芬"", ""徐晗"", ""张语格"", ""张雨鑫"", ""陈佳莹"", ""陆婷"", ""赵粤"", ""孔肖吟"", ""钱蓓婷"", ""徐晨辰"", ""陈思"", ""陈观慧"", ""林楠""]",110,[],"[""纪录片""]",6.8,比翼齐飞——偶像绝密档案全纪录,(2016),{}
https://movie.douban.com/subject/20514902/,"[""吕中"", ""冯远征"", ""秦海璐"", ""秦昊"", ""石榴"", ""黄素影"", ""韩艺博"", ""许守钦"", ""赵泽龙"", ""李苒苒""]",36105,"[""王小帅""]","[""剧情"", ""惊悚"", ""犯罪""]",7.6,闯入者,(2014),{}
https://movie.douban.com/subject/6534075/,"[""刘涛"", ""赵子琪"", ""奚美娟"", ""巫刚"", ""林爽"", ""杨冬"", ""雷诺儿"", ""董晓燕""]",77,"[""贾一平""]","[""爱情"", ""家庭""]",5.7,幸福满屋,(2011),{}
https://movie.douban.com/subject/26732481/,"[""陈赫"", ""娄艺潇"", ""孙艺洲""]",613,"[""韦正""]","[""剧情"", ""喜剧"", ""爱情"", ""短片""]",6.7,爱情公寓番外篇辣味英雄传 第一季,(2015),{}
https://movie.douban.com/subject/25803264/,"[""许诺"", ""孙锂华"", ""梁愚"", ""杨晓蓉""]",73,"[""宋奇""]","[""剧情"", ""爱情""]",2.6,当流星划过天际,(2015),{}
https://movie.douban.com/subject/11521799/,"[""Chew-Een Lee""]",49,[],"[""纪录片"", ""战争""]",8.0,长津湖大突围 Uncommon Courage: Breakout at Chosin,(2010),{}
https://movie.douban.com/subject/26287775/,"[""白威"", ""岳以恩"", ""陈西贝"", ""侯世甲""]",48,"[""苗月""]","[""剧情""]",6.2,青春检察官,(2016),{}
https://movie.douban.com/subject/26843163/,"[""姜梓新"", ""周晨晞"", ""杨馥宇"", ""吕博熠"", ""关名扬"", ""欧东华"", ""孔繁浩"", ""梁熙彬"", ""舟奕博"", ""yoyo"", ""叶子金"", ""陈楚翔"", ""何丽"", ""韩春阳"", ""许多语儿"", ""冯可"", ""罗泽丽"", ""杨帆"", ""邓凯晴""]",66,[],"[""真人秀""]",5.0,完美假期 第二季,(2016),{}
https://movie.douban.com/subject/26269510/,"[""刘畅"", ""白百何"", ""唐艺昕"", ""白举纲"", ""金世佳"", ""江一燕"", ""高圣远"", ""布鲁斯"", ""宋芸桦"", ""潘虹"", ""于荣光"", ""卢燕""]",48793,"[""秦小珍""]","[""剧情"", ""爱情""]",6.2,陪安东尼度过漫长岁月,(2015),{}
https://movie.douban.com/subject/10546813/,"[""刘宪华"", ""杨紫琼"", ""黄经汉"", ""张铮"", ""吴宇卫"", ""源利华"", ""鲍比·李"", ""Lori Tan Chinn"", ""阿登·杨"", ""Markus Waldow"", ""拜恩·毕肖普"", ""Sahajak Boonthanakit"", ""大卫·菲尔斯达"", ""Charlie Ruedpokanon"", ""Patrick Teoh""]",1323,"[""金镇雅""]","[""剧情""]",5.2,花样厨神 Final Recipe,(2013),{}
https://movie.douban.com/subject/26351118/,"[""罗振宇""]",868,"[""罗辑思维团队""]",[],8.3,罗辑思维 第三季,(2015),{}
https://movie.douban.com/subject/26724704/,"[""死亡宣告"", ""炽天使"", ""Miki"", ""毕游侠"", ""老鼠"", ""JY"", ""PDD"", ""Mint"", ""KK小神"", ""韩潇"", ""啦啦啦""]",835,[],"[""悬疑"", ""真人秀""]",9.3,Lying Man 第二季,(2015),{}
https://movie.douban.com/subject/26746805/,"[""谢娜""]",355,[],"[""脱口秀""]",3.6,娜就这么说,(2016),{}
https://movie.douban.com/subject/19931352/,"[""李文"", ""吴维"", ""李巨川"", ""李浩"", ""杨笑""]",1043,"[""李珞""]","[""剧情"", ""喜剧""]",7.5,唐皇游地府,(2012),{}
https://movie.douban.com/subject/26848493/,"[""田征"", ""赵倩"", ""徐杰"", ""朱妍"", ""白凡"", ""师小红"", ""一真"", ""魏晴""]",71,"[""晨钟""]","[""剧情""]",7.3,马兰谣,(2016),{}
https://movie.douban.com/subject/26348218/,"[""郭奕芯"", ""麦芷谊"", ""廖子妤"", ""邵音音"", ""王宗尧"", ""苍井空"", ""谢爕隽"", ""蔡洁"", ""卢惠光"", ""陈静""]",4772,"[""陆以心""]","[""剧情""]",4.7,同班同学 同班同學,(2015),{}
https://movie.douban.com/subject/26689448/,[],27,"[""项建恒""]","[""动画"", ""短片""]",6.4,麦城,(2015),{}
https://movie.douban.com/subject/26470003/,"[""王尼玛"", ""张全蛋"", ""唐马儒"", ""刘木子""]",2093,"[""八戒""]","[""脱口秀""]",8.8,暴走大事件 第四季,(2015),{}
https://movie.douban.com/subject/25694222/,"[""郭京飞"", ""袁咏仪"", ""张智霖"", ""傅家缘"", ""刘冠麟"", ""钱芳"", ""李倩"", ""张瑞涵"", ""杨皓宇""]",1292,"[""王勇""]","[""喜剧"", ""古装""]",5.3,龙门镖局之为2归来,(2015),{}
https://movie.douban.com/subject/26411409/,"[""杨幂"", ""李易峰"", ""陈数"", ""王耀庆"", ""张云龙"", ""迪丽热巴"", ""金世佳""]",37576,"[""陈国辉""]","[""喜剧"", ""爱情""]",4.4,怦然星动,(2015),{}
https://movie.douban.com/subject/25802736/,"[""陈宝国"", ""杜志国"", ""王千源"", ""于越"", ""李修贤"", ""张兆辉"", ""骆达华"", ""尤勇"", ""刘德凯"", ""李立群"", ""刘跃军"", ""李静"", ""董明"", ""宋楚炎"", ""熊睿玲"", ""施京明"", ""张治坚"", ""陈逸恒"", ""艾东"", ""黄奕良"", ""李卓远"", ""一真"", ""刘敏涛"", ""谭小燕"", ""谢宁"", ""乌日根"", ""杨作玖"", ""于彦凯"", ""张喜前""]",2241,"[""安战军"", ""游达志""]","[""剧情"", ""犯罪""]",7.8,湄公河大案,(2014),{}
https://movie.douban.com/subject/26779548/,"[""汤镇业"", ""邱昊奇"", ""张希爱"", ""林威"", ""慕钰华"", ""李志希"", ""尹恒"", ""邓杨宁"", ""马良博一""]",,"[""马雍""]","[""喜剧"", ""爱情""]",,怦·心跳,(2016),{}
https://movie.douban.com/subject/26088475/,"[""王琳"", ""高曙光"", ""潘粤明"", ""刘雨欣"", ""杨昆"", ""吴晓敏"", ""俞灏明"", ""苗皓钧"", ""郭艳""]",208,"[""刘宝成""]","[""剧情"", ""家庭""]",4.6,多少爱，可以重来,(2016),{}
https://movie.douban.com/subject/26803231/,"[""倪虹洁"", ""任志宏"", ""谷放冰""]",448,"[""莎莉""]","[""动作"", ""动画"", ""冒险""]",3.1,白雪公主和三只小猪,(2016),{}
https://movie.douban.com/subject/26337155/,"[""李彧"", ""李梦"", ""任山"", ""尚铁龙"", ""贾晓琳""]",457,"[""高峰""]","[""剧情""]",5.2,老腔,(2014),{}
https://movie.douban.com/subject/26826432/,"[""邹晶晶"", ""阮晓伟"", ""高利虹"", ""王辉贤""]",47,"[""龙伟全""]",[],3.4,脱轨,(2016),{}
https://movie.douban.com/subject/26705536/,"[""史兆怡"", ""方圆"", ""张晓钰"", ""王金金"", ""黄汐源"", ""汪睿"", ""李雨"", ""袁子仪"", ""金雯昕"", ""强东玥"", ""何美延"", ""莫安琪""]",122,"[""周山""]","[""音乐"", ""真人秀""]",4.5,超级女声2016,(2016),{}
https://movie.douban.com/subject/26809886/,"[""郭麒麟"", ""宋小宝"", ""岳云鹏"", ""潘斌龙"", ""崔志佳"", ""张子栋"", ""刘晓晔"", ""阎鹤祥"", ""胡可"", ""马苏"", ""白鸽"", ""刘亮"", ""叶逢春"", ""马朋""]",84,"[""董欣"", ""阿苏""]","[""脱口秀""]",4.7,喜剧者联盟,(2016),{}
https://movie.douban.com/subject/26733502/,"[""郭德纲"", ""于谦"", ""郭麒麟"", ""岳云鹏""]",202,"[""张莫闲""]","[""喜剧""]",2.6,德云三逗士,(2016),{}
https://movie.douban.com/subject/26828303/,"[""王磊"", ""邱佩霞"", ""杜冯欣怡"", ""郑礼宇""]",254,"[""孔令杭""]","[""剧情""]",2.2,渡灵人,(2016),{}
https://movie.douban.com/subject/26716367/,"[""刘奕凯"", ""卜奕心""]",58,"[""海歌""]","[""爱情"", ""犯罪""]",2.7,极度隐私,(2016),{}
https://movie.douban.com/subject/26782000/,"[""练束梅"", ""李健"", ""刘亭作"", ""苇青"", ""陈婧旸""]",466,"[""习辛""]","[""剧情""]",3.3,三妹,(2016),{}
https://movie.douban.com/subject/25811324/,"[""姚橹"", ""李芯逸"", ""郑伟""]",,"[""黄克敏""]","[""悬疑"", ""古装""]",,大明按察使后传,(2014),{}
https://movie.douban.com/subject/26680909/,"[""李抒航"", ""程媛媛"", ""孔维""]",487,"[""蒋国权""]","[""惊悚"", ""恐怖""]",2.4,诡娃,(2016),{}
https://movie.douban.com/subject/26564642/,"[""边江"", ""阎萌萌"", ""褚珺"", ""路知行"", ""杨默"", ""张磊"", ""朱雀橙""]",3266,"[""刘阔"", ""关心""]","[""剧情"", ""动作"", ""动画"", ""武侠""]",7.9,画江湖之灵主,(2015),{}
https://movie.douban.com/subject/26737544/,"[""丁妍"", ""叶方"", ""杨进"", ""孙科"", ""张洋"", ""葛骏""]",295,"[""郑成峰""]","[""喜剧"", ""动画"", ""冒险""]",2.6,阿里巴巴2所罗门封印,(2016),{}
https://movie.douban.com/subject/26794690/,"[""张刚"", ""邵芸""]",,"[""曹舒迅"", ""杜昌博""]","[""喜剧"", ""黑色电影""]",,莞城夜未眠,(2016),{}
https://movie.douban.com/subject/26768462/,"[""韩红"", ""谭维维"", ""李健"", ""胡彦斌"", ""黄丽玲"", ""郑淳元"", ""李玟"", ""张信哲"", ""黄致列"", ""徐佳莹"", ""李克勤"", ""老狼""]",255,"[""洪涛""]","[""音乐"", ""真人秀""]",5.4,我是歌手：2016双年巅峰会,(2016),{}
https://movie.douban.com/subject/25943138/,"[""张睿"", ""张檬"", ""杨诚诚"", ""霍政谚"", ""迪丽热巴"", ""邹廷威""]",259,"[""罗灿然""]","[""剧情"", ""爱情""]",3.3,爱的阶梯,(2016),{}
https://movie.douban.com/subject/25869883/,"[""沈腾"", ""许龄月"", ""贾玲"", ""曹海军"", ""张英"", ""孙大川"", ""王晓"", ""王翀"", ""林鹏"", ""天娜""]",296,"[""田镇""]","[""剧情"", ""喜剧""]",5.6,你是我的眼,(2015),{}
https://movie.douban.com/subject/26703311/,"[""李斌"", ""黄元洋"", ""何琛琛"", ""徐宇辉""]",36,"[""李斌""]","[""剧情"", ""悬疑"", ""同性"", ""奇幻"", ""黑色电影""]",3.0,遇见神仙的奇幻基夜,(2016),{}
https://movie.douban.com/subject/26835906/,"[""熊娅"", ""尔玛依娜"", ""李袖"", ""宋小春"", ""陈怡"", ""周乐"", ""庞国昌"", ""史德才"", ""张俊明""]",72,"[""韩闯闯""]","[""悬疑"", ""惊悚""]",3.8,夺命稻草人,(2016),{}
https://movie.douban.com/subject/26807611/,"[""谢娜""]",155,[],"[""脱口秀""]",3.7,暴走法条君,(2016),{}
https://movie.douban.com/subject/26806002/,"[""高博"", ""朱丹"", ""刘仪伟"", ""高亚麟""]",,[],"[""真人秀""]",,家庭幽默大赛 第二季,(2016),{}
https://movie.douban.com/subject/26831259/,"[""黄磊"", ""黄渤"", ""张艺兴"", ""罗志祥"", ""王迅"", ""孙红雷""]",,[],"[""真人秀"", ""脱口秀""]",,极限大爆料,(2016),{}
https://movie.douban.com/subject/26834003/,"[""杨洋"", ""郑合惠子""]",1081,"[""朴贤真""]","[""剧情"", ""爱情"", ""科幻""]",7.6,我是你的咩咩phone,(2016),{}
https://movie.douban.com/subject/26728186/,"[""彭波"", ""李添诺"", ""董向荣"", ""韩丰"", ""董怡君""]",188,"[""雷金克""]","[""喜剧"", ""动作"", ""古装""]",2.8,笨贼别跑,(2016),{}
https://movie.douban.com/subject/26715465/,"[""李钰婕"", ""柴浩伟"", ""苏娜"", ""扈天翼"", ""任珅"", ""杨默"", ""刘雪莹"", ""胡豆""]",,"[""杨鉴"", ""李仁凯""]","[""悬疑"", ""恐怖""]",,网络惊魂,(2015),{}
https://movie.douban.com/subject/26836577/,"[""朱晓辉"", ""那家威"", ""王心海"", ""李炎"", ""鲍丹""]",28,"[""刘信义""]","[""剧情""]",5.3,九纹龙史进之血战东平,(2016),{}
https://movie.douban.com/subject/26742358/,"[""萧浩冉"", ""徐熙遥"", ""姜超"", ""刘永健"", ""夏云飞"", ""陈观泰"", ""刘玉婷""]",55,"[""苗述""]","[""剧情"", ""喜剧"", ""爱情""]",2.5,一夜危机,(2016),{}
https://movie.douban.com/subject/26743524/,"[""刘小溪""]",49,"[""王彦""]","[""真人秀""]",6.3,暖暖的新家 第二季,(2016),{}
https://movie.douban.com/subject/3277567/,"[""范雪朋"", ""文逸民"", ""朱少泉"", ""尚冠武""]",277,"[""文逸民""]","[""武侠""]",7.1,红侠,(1929),{}
https://movie.douban.com/subject/26779530/,"[""科尔顿·夏尔斯"", ""埃里克·里迪"", ""卡蒂·丽兹·罗宾斯"", ""奥斯丁·布鲁克""]",595,"[""王立凡""]","[""短片"", ""犯罪""]",6.6,一日英雄 A Hero for a Day,(2016),{}
https://movie.douban.com/subject/26429442/,"[""董子健"", ""王紫璇"", ""柳希龙"", ""李佳奇""]",671,"[""李阳""]","[""短片""]",7.4,少年异能事件？！,(2015),{}
https://movie.douban.com/subject/26834079/,"[""张本渝"", ""曾珮瑜""]",183,"[""柯翰辰""]","[""剧情"", ""爱情"", ""短片"", ""同性""]",8.4,伤痕,(2016),{}
https://movie.douban.com/subject/26765715/,"[""张蓝艺/ 李雨阳/ 孙心娅/ 马歇尔"", ""李雨阳"", ""孙心娅"", ""马歇尔""]",,"[""姚雨鑫""]","[""喜剧"", ""情色""]",,护士也疯狂,(2016),{}
https://movie.douban.com/subject/25844376/,"[""李扬"", ""鞠萍"", ""王雪纯"", ""高明洁""]",163,"[""刘宇军""]","[""喜剧"", ""动画"", ""冒险""]",4.7,藏羚王之雪域精灵,(2015),{}
https://movie.douban.com/subject/26720127/,"[""松冈祯丞"", ""市道真央"", ""内田真礼""]",41,"[""近藤信宏""]","[""动画""]",4.4,龙心战纪 聖戦ケルベロス 竜刻のファタリテ,(2016),{}
https://movie.douban.com/subject/24296919/,"[""袁姗姗"", ""贾乃亮"", ""陈小艺"", ""高曙光"", ""冉倩"", ""白凯南"", ""牟凤彬"", ""李嘉诺"", ""许媛媛"", ""龙雨"", ""杨杏"", ""夏天""]",192,"[""孙金辉""]","[""剧情"", ""家庭""]",6.4,家有喜妇,(2014),{}
https://movie.douban.com/subject/26369857/,"[""陈乔恩"", ""李保田"", ""马元"", ""孙艺洲"", ""周秀娜"", ""娜仁花"", ""刘威"", ""丁海峰"", ""房夕婷"", ""邵峰"", ""孙涛"", ""刘晓晔"", ""于波"", ""陈楚汗"", ""许松霆"", ""张境佳"", ""李琦""]",329,"[""安战军""]","[""剧情"", ""爱情""]",5.1,北京时间,(2015),{}
https://movie.douban.com/subject/26298650/,"[""洛伦佐·里凯尔米"", ""罗恩·袁"", ""杨紫琼"", ""郑启蕙"", ""本尼迪克特·王"", ""尹成植"", ""林路迪"", ""陈冲""]",637,"[""丹尼尔·米纳汉"", ""大卫·彼特拉克"", ""乔恩·阿米尔"", ""埃里克·萨哈罗夫"", ""詹姆斯·麦克特格""]","[""动作"", ""历史"", ""冒险""]",7.0,马可波罗 第二季 Marco Polo Season 2,(2016),{}
https://movie.douban.com/subject/25865830/,"[""王佩"", ""黄辉"", ""裘恩典""]",328,"[""翟义祥""]","[""剧情""]",7.0,还俗,(2015),{}
https://movie.douban.com/subject/25909232/,"[""华少"", ""郑伊健"", ""王学圻"", ""陈可辛"", ""邓超"", ""陈豪"", ""钟欣潼"", ""陈晓"", ""于正"", ""杨幂"", ""佟大为"", ""黄晓明"", ""周杰伦"", ""托尼·帕克"", ""蔡卓妍"", ""周冬雨"", ""刘璇"", ""韩艺博"", ""范冰冰"", ""金依萌"", ""庾澄庆"", ""海清"", ""章子怡"", ""张译"", ""冯绍峰"", ""黄海波"", ""尚雯婕"", ""刘青云"", ""陈木胜"", ""莫文蔚"", ""陶晶莹"", ""郭涛"", ""周华健"", ""陈羽凡"", ""胡海泉"", ""伊恩·萨默海尔德"", ""罗志祥"", ""张亮"", ""郎朗"", ""刘恺威"", ""林志颖"", ""田亮"", ""张静初"", ""周笔畅"", ""唐嫣"", ""钟丽缇"", ""闫妮"", ""王岳伦"", ""吴彦祖"", ""邓紫棋"", ""吴奇隆"", ""许晴"", ""华晨宇"", ""高梓淇"", ""蔡琳"", ""张卫健"", ""刘涛"", ""张凯丽"", ""郑佩佩"", ""李云迪"", ""萧敬腾"", ""妮娜·杜波夫"", ""张靓颖"", ""郭京飞"", ""明道"", ""姚晨"", ""张家辉"", ""谢霆锋"", ""杨威"", ""杨阳洋"", ""杨云"", ""陈奕迅"", ""曹格"", ""曹三丰"", ""乔振宇"", ""李晨"", ""郑恺"", ""何洁"", ""陈学冬"", ""任重"", ""张铎"", ""王阳"", ""蔡依林"", ""张学友"", ""宋佳"", ""林志玲"", ""阿雅"", ""杨丞琳"", ""徐静蕾"", ""吴亦凡"", ""林俊杰"", ""吴京"", ""胡杏儿"", ""谭维维"", ""黄磊"", ""高圆圆"", ""马天宇"", ""伊能静"", ""包贝尔"", ""贾玲"", ""陈洁仪"", ""张馨予"", ""宁静"", ""道恩·强森"", ""陈嘉桦"", ""何炅"", ""张震"", ""郭采洁"", ""袁弘"", ""邹市明"", ""彭于晏"", ""王珞丹"", ""黄渤"", ""王迅"", ""井柏然"", ""任贤齐"", ""古巨基"", ""宋承宪"", ""袁姗姗"", ""林永健"", ""金星"", ""周迅"", ""赵丽颖"", ""鹿晗"", ""沈腾"", ""马丽"", ""昆凌"", ""朱亚文"", ""陈坤"", ""大卫·贝克汉姆"", ""孙俪"", ""杨紫琼"", ""贾乃亮"", ""罗仲谦"", ""小沈阳"", ""郭富城""]",284,[],"[""真人秀""]",6.4,大牌驾到,(2013),{}
https://movie.douban.com/subject/2148881/,"[""陈燕燕"", ""刘琼"", ""路珊""]",530,"[""桑弧""]","[""剧情"", ""爱情""]",7.1,不了情,(1947),{}
https://movie.douban.com/subject/26738739/,"[""刘美含"", ""吴昊泽"", ""冯静恩"", ""禾小斗""]",47,"[""明焱 Flaming""]","[""剧情"", ""喜剧"", ""爱情"", ""科幻""]",5.4,笨蛋爱上两个你,(2016),{}
https://movie.douban.com/subject/26329799/,"[""韩雪"", ""付辛博"", ""毛林林"", ""丁子玲"", ""张丹峰"", ""高雄"", ""李泽锋""]",556,"[""卢伦常""]","[""剧情"", ""爱情""]",4.9,乱世丽人行,(2016),{}
https://movie.douban.com/subject/26835293/,"[""朱晓辉"", ""杜玉明""]",43,"[""刘信义""]","[""剧情"", ""动作""]",5.8,九纹龙史进之大破瓦罐寺,(2016),{}
https://movie.douban.com/subject/26585849/,"[""田小洁"", ""徐诺"", ""段文"", ""孙博""]",268,"[""沙漠""]","[""剧情"", ""悬疑"", ""短片""]",6.9,有的人,(2015),{}
https://movie.douban.com/subject/26787114/,"[""百克力"", ""司雯嘉"", ""黄渤"", ""黄磊"", ""罗志祥"", ""张艺兴"", ""孙红雷"", ""王迅"", ""薛之谦""]",46,[],"[""真人秀""]",7.8,我爱挑战2,(2016),{}
https://movie.douban.com/subject/26732132/,"[""佟瑞欣"", ""刘劲"", ""潘雨辰""]",,"[""万盛华""]","[""剧情"", ""历史"", ""战争""]",,长征大会师,(2016),{}
https://movie.douban.com/subject/26606890/,"[""马丽""]",,"[""林子聪""]",[],,津东奶茶,(2018),{}
https://movie.douban.com/subject/26734679/,"[""陈赫"", ""娄艺潇"", ""孙艺洲"", ""李佳航""]",592,"[""韦正""]","[""喜剧""]",7.1,爱情公寓番外篇辣味英雄传 第二季,(2015),{}
https://movie.douban.com/subject/26808227/,"[""岳云鹏"", ""肖旭"", ""范世錡"", ""赵菲云""]",74,"[""张京"", ""洪晖""]","[""喜剧""]",3.3,深井食堂之我是富二代,(2016),{}
https://movie.douban.com/subject/26826451/,"[""吴启华"", ""吕颂贤"", ""邵传勇""]",217,"[""邵传勇""]","[""剧情"", ""爱情"", ""奇幻""]",2.4,不死之身,(2016),{}
https://movie.douban.com/subject/26602368/,"[""郑伊健"", ""周秀娜"", ""何浩文"", ""文凯玲"", ""林子聪"", ""郑欣宜"", ""何佩瑜"", ""任娇"", ""钟采羲"", ""刘敬雯"", ""符晓薇"", ""佘卓颖""]",1825,"[""阚家伟"", ""王光利""]","[""喜剧"", ""爱情"", ""科幻""]",4.0,我的极品女神,(2016),{}
https://movie.douban.com/subject/1298467/,"[""牛振华"", ""丁嘉丽"", ""王刚"", ""句号"", ""康爱石"", ""王劲松""]",656,"[""黄建新"", ""杨亚洲""]","[""喜剧""]",7.7,红灯停，绿灯行,(1996),{}
https://movie.douban.com/subject/26351519/,"[""温碧霞"", ""谭耀文"", ""赵炳锐"", ""方皓玟"", ""王建成""]",342,"[""林家威""]","[""爱情""]",4.2,爱在深秋 愛在深秋,(2016),{}
https://movie.douban.com/subject/24883825/,[],129,"[""王善扬""]","[""动画"", ""短片""]",6.5,回忆回忆的回忆,(2013),{}
https://movie.douban.com/subject/26235195/,"[""于小伟"", ""于明加"", ""秦鸣悦"", ""田子田"", ""许圣楠"", ""刘佳"", ""李子雄"", ""毕彦君""]",249,"[""周德华""]","[""剧情"", ""爱情""]",3.8,最美是你,(2016),{}
https://movie.douban.com/subject/26774105/,"[""百克力""]",99,[],"[""喜剧"", ""真人秀""]",6.4,笑傲帮,(2016),{}
https://movie.douban.com/subject/26632211/,"[""仓亚琦"", ""Ella Raidel""]",59,"[""唐棣""]","[""爱情"", ""短片"", ""同性""]",4.6,章鱼,(2016),{}
https://movie.douban.com/subject/26289092/,"[""袁腾飞""]",242,[],"[""脱口秀""]",7.9,袁游 第一季,(2014),{}
https://movie.douban.com/subject/26646380/,"[""惠英红"", ""蔡俊涛"", ""贾琳"", ""唐国忠"", ""晨媛儿""]",527,"[""陆诗雨""]","[""悬疑"", ""惊悚""]",3.7,荒村凶间,(2016),{}
https://movie.douban.com/subject/26772866/,"[""秦海璐"", ""范逸臣"", ""翁家明"", ""区宁"", ""刘品言"", ""徐洁儿"", ""包伟铭"", ""包小柏""]",610,"[""柳广辉""]","[""喜剧"", ""爱情""]",3.1,购物女王,(2012),{}
https://movie.douban.com/subject/26686170/,"[""孙坚"", ""白冰"", ""潘霜霜"", ""常远"", ""吉杰"", ""张颂文""]",435,"[""侯亮""]","[""喜剧"", ""悬疑""]",3.2,谎言大爆炸,(2016),{}
https://movie.douban.com/subject/26265999/,[],613,"[""Kevin K Li""]","[""真人秀""]",5.6,公主我最大 第一季 HBICtv Ultra Rich Asian Girls Season 1,(2014),{}
https://movie.douban.com/subject/26757940/,"[""木木"", ""禾小斗"", ""马昕墨"", ""杨天骄"", ""侯佩杉"", ""家鼎"", ""次郎""]",,"[""明焱""]","[""喜剧"", ""悬疑"", ""惊悚""]",,撸鬼屋,(2016),{}
https://movie.douban.com/subject/26772021/,"[""胡旭晨"", ""朱维鑫"", ""张皓伦"", ""修超"", ""赵永奇"", ""孙嘉妮"", ""易雪琴"", ""郭小鼬""]",219,"[""李韵铭""]","[""爱情"", ""奇幻""]",3.9,灵界室友,(2016),{}
https://movie.douban.com/subject/26640410/,"[""柳岩"", ""孙坚"", ""谢依霖"", ""杨志刚""]",37,[],"[""真人秀""]",5.6,带着爸妈去旅行 第二季,(2016),{}
https://movie.douban.com/subject/26716187/,"[""浅水父母"", ""浅水"", ""从容妈妈""]",,"[""HART Studio"", ""任杰""]","[""纪录片"", ""同性"", ""家庭""]",,山城 爱 山城爱,(2016),{}
