,rating,time
100262,5,2017/8/4 19:36
99891,4,2017/8/4 19:36
19234,5,2017/8/4 19:36
79262,3,2017/8/4 19:36
35513,5,2017/8/4 19:36
67236,4,2017/8/4 19:36
97290,4,2017/8/4 19:36
81106,3,2017/8/4 19:35
53953,,2017/8/4 19:35
73219,5,2017/8/4 19:35
3140,4,2017/8/4 19:35
104294,5,2017/8/4 19:35
109652,4,2017/8/4 19:35
77675,3,2017/8/4 19:35
52583,5,2017/8/4 19:35
75420,3,2017/8/4 19:35
106191,3,2017/8/4 19:35
17327,4,2017/8/4 19:35
60895,5,2017/8/4 19:35
95860,1,2017/8/4 19:35
109958,5,2017/8/4 19:34
8898,3,2017/8/4 19:34
97260,5,2017/8/4 19:34
106320,1,2017/8/4 19:34
44262,5,2017/8/4 19:34
5447,4,2017/8/4 19:34
107633,3,2017/8/4 19:33
71855,5,2017/8/4 19:33
91827,5,2017/8/4 19:32
10479,4,2017/8/4 19:32
22305,5,2017/8/4 19:32
52513,5,2017/8/4 19:32
5562,5,2017/8/4 19:32
78117,4,2017/8/4 19:32
58671,4,2017/8/4 19:31
33162,5,2017/8/4 19:31
75841,5,2017/8/4 19:31
29548,5,2017/8/4 19:31
47849,5,2017/8/4 19:31
77647,1,2017/8/4 19:31
75383,5,2017/8/4 19:30
59168,4,2017/8/4 19:30
30740,3,2017/8/4 19:30
85107,5,2017/8/4 19:30
108947,5,2017/8/4 19:30
3929,4,2017/8/4 19:29
101410,5,2017/8/4 19:29
54553,5,2017/8/4 19:29
56329,4,2017/8/4 19:29
45386,5,2017/8/4 19:28
11476,3,2017/8/4 19:28
85250,2,2017/8/4 19:28
74321,5,2017/8/4 19:28
14626,5,2017/8/4 19:27
36014,3,2017/8/4 19:27
22615,5,2017/8/4 19:27
40199,5,2017/8/4 19:27
56305,4,2017/8/4 19:27
46701,4,2017/8/4 19:27
13045,4,2017/8/4 19:27
11897,5,2017/8/4 19:26
60003,5,2017/8/4 19:26
101966,3,2017/8/4 19:26
10183,3,2017/8/4 19:26
70792,4,2017/8/4 19:26
21610,2,2017/8/4 19:25
33768,4,2017/8/4 19:25
2230,5,2017/8/4 19:25
5695,5,2017/8/4 19:25
2055,5,2017/8/4 19:25
49099,5,2017/8/4 19:25
109269,4,2017/8/4 19:25
35448,4,2017/8/4 19:25
89179,1,2017/8/4 19:25
23967,5,2017/8/4 19:24
41091,4,2017/8/4 19:24
34453,4,2017/8/4 19:24
42482,5,2017/8/4 19:24
54649,2,2017/8/4 19:23
39967,5,2017/8/4 19:23
68490,5,2017/8/4 19:23
97177,5,2017/8/4 19:23
46679,4,2017/8/4 19:23
21731,4,2017/8/4 19:23
45205,3,2017/8/4 19:22
101841,5,2017/8/4 19:22
39868,5,2017/8/4 19:22
70201,5,2017/8/4 19:22
79078,2,2017/8/4 19:21
37040,4,2017/8/4 19:21
25711,5,2017/8/4 19:21
22491,3,2017/8/4 19:21
103957,5,2017/8/4 19:21
51966,5,2017/8/4 19:21
91636,5,2017/8/4 19:20
31670,2,2017/8/4 19:20
54009,5,2017/8/4 19:20
112482,4,2017/8/4 19:20
39743,5,2017/8/4 19:20
106519,4,2017/8/4 19:20
57053,4,2017/8/4 19:20
44125,3,2017/8/4 19:20
62589,2,2017/8/4 19:20
63538,2,2017/8/4 19:20
43193,4,2017/8/4 19:19
3910,2,2017/8/4 19:19
100212,5,2017/8/4 19:19
104246,5,2017/8/4 19:18
74001,3,2017/8/4 19:18
23285,5,2017/8/4 19:18
44311,5,2017/8/4 19:18
16456,5,2017/8/4 19:17
33680,3,2017/8/4 19:17
105492,5,2017/8/4 19:17
2064,4,2017/8/4 19:17
38422,5,2017/8/4 19:17
8976,4,2017/8/4 19:17
24610,3,2017/8/4 19:16
31219,3,2017/8/4 19:16
65610,5,2017/8/4 19:16
941,4,2017/8/4 19:16
89520,1,2017/8/4 19:16
89414,5,2017/8/4 19:16
82838,4,2017/8/4 19:16
3103,5,2017/8/4 19:16
564,4,2017/8/4 19:15
34951,5,2017/8/4 19:15
97607,5,2017/8/4 19:15
52047,3,2017/8/4 19:15
40892,3,2017/8/4 19:15
41990,3,2017/8/4 19:14
94974,3,2017/8/4 19:14
93004,5,2017/8/4 19:14
77901,5,2017/8/4 19:13
80709,3,2017/8/4 19:13
107290,5,2017/8/4 19:13
37019,4,2017/8/4 19:13
62554,3,2017/8/4 19:12
100903,5,2017/8/4 19:12
26609,4,2017/8/4 19:12
32377,4,2017/8/4 19:12
84238,4,2017/8/4 19:12
76228,5,2017/8/4 19:12
23536,5,2017/8/4 19:11
98128,4,2017/8/4 19:11
3618,3,2017/8/4 19:11
77308,4,2017/8/4 19:11
16636,5,2017/8/4 19:10
80219,5,2017/8/4 19:10
67663,4,2017/8/4 19:10
62966,3,2017/8/4 19:10
105335,4,2017/8/4 19:09
70004,5,2017/8/4 19:09
63889,4,2017/8/4 19:09
11898,5,2017/8/4 19:09
44881,5,2017/8/4 19:09
52566,4,2017/8/4 19:08
91526,3,2017/8/4 19:08
35950,4,2017/8/4 19:08
29230,3,2017/8/4 19:08
30675,5,2017/8/4 19:08
66649,5,2017/8/4 19:07
24661,5,2017/8/4 19:07
10765,5,2017/8/4 19:07
74256,5,2017/8/4 19:07
71404,5,2017/8/4 19:07
112575,4,2017/8/4 19:07
93731,4,2017/8/4 19:07
33135,5,2017/8/4 19:07
48556,4,2017/8/4 19:07
68972,4,2017/8/4 19:07
102793,1,2017/8/4 19:07
45313,4,2017/8/4 19:06
6470,3,2017/8/4 19:06
50921,5,2017/8/4 19:06
62526,3,2017/8/4 19:06
24576,4,2017/8/4 19:06
64055,3,2017/8/4 19:06
35273,3,2017/8/4 19:06
66503,4,2017/8/4 19:06
111360,3,2017/8/4 19:05
18918,5,2017/8/4 19:05
25608,5,2017/8/4 19:05
37426,4,2017/8/4 19:05
43072,5,2017/8/4 19:05
59652,2,2017/8/4 19:04
108417,5,2017/8/4 19:04
38143,5,2017/8/4 19:04
4040,2,2017/8/4 19:04
19929,4,2017/8/4 19:04
32913,1,2017/8/4 19:04
89778,5,2017/8/4 19:04
8556,2,2017/8/4 19:03
6386,3,2017/8/4 19:03
108798,3,2017/8/4 19:03
27761,1,2017/8/4 19:03
62386,5,2017/8/4 19:03
38619,5,2017/8/4 19:03
92642,5,2017/8/4 19:02
12898,5,2017/8/4 19:02
53402,5,2017/8/4 19:02
28426,5,2017/8/4 19:02
26218,4,2017/8/4 19:02
81611,4,2017/8/4 19:02
61995,2,2017/8/4 19:01
21139,3,2017/8/4 19:01
37897,5,2017/8/4 19:01
22747,5,2017/8/4 19:01
50686,5,2017/8/4 19:01
83297,5,2017/8/4 19:01
21757,5,2017/8/4 19:00
64624,4,2017/8/4 19:00
102561,1,2017/8/4 19:00
63635,3,2017/8/4 18:59
47358,5,2017/8/4 18:59
66663,2,2017/8/4 18:59
29103,3,2017/8/4 18:59
55316,3,2017/8/4 18:59
73640,1,2017/8/4 18:59
87163,5,2017/8/4 18:59
92679,,2017/8/4 18:58
91140,5,2017/8/4 18:58
40884,5,2017/8/4 18:58
19198,3,2017/8/4 18:58
13300,3,2017/8/4 18:58
110209,5,2017/8/4 18:58
54896,4,2017/8/4 18:57
18493,4,2017/8/4 18:57
74097,5,2017/8/4 18:57
68896,5,2017/8/4 18:57
32883,4,2017/8/4 18:57
26997,4,2017/8/4 18:57
19231,5,2017/8/4 18:57
68282,5,2017/8/4 18:57
66879,5,2017/8/4 18:56
77516,1,2017/8/4 18:56
41169,5,2017/8/4 18:56
77762,4,2017/8/4 18:56
50648,5,2017/8/4 18:56
24177,5,2017/8/4 18:55
78393,3,2017/8/4 18:55
97106,3,2017/8/4 18:55
69890,2,2017/8/4 18:55
26288,5,2017/8/4 18:54
73192,4,2017/8/4 18:54
103370,5,2017/8/4 18:54
5579,5,2017/8/4 18:54
17018,5,2017/8/4 18:54
86515,3,2017/8/4 18:54
16030,5,2017/8/4 18:53
108411,3,2017/8/4 18:53
26990,5,2017/8/4 18:52
23277,4,2017/8/4 18:52
59178,1,2017/8/4 18:52
7407,5,2017/8/4 18:52
52787,5,2017/8/4 18:52
111667,5,2017/8/4 18:52
38035,5,2017/8/4 18:52
25097,5,2017/8/4 18:52
19175,2,2017/8/4 18:52
63481,5,2017/8/4 18:52
88539,4,2017/8/4 18:51
36331,4,2017/8/4 18:51
58706,5,2017/8/4 18:51
105145,4,2017/8/4 18:51
77480,4,2017/8/4 18:51
27885,5,2017/8/4 18:50
5925,2,2017/8/4 18:50
28654,5,2017/8/4 18:50
84470,5,2017/8/4 18:50
47210,5,2017/8/4 18:50
61148,4,2017/8/4 18:50
89504,4,2017/8/4 18:50
64593,5,2017/8/4 18:49
55602,5,2017/8/4 18:49
49995,3,2017/8/4 18:49
40110,5,2017/8/4 18:49
45295,5,2017/8/4 18:49
1576,4,2017/8/4 18:49
112036,4,2017/8/4 18:48
92868,3,2017/8/4 18:48
49304,5,2017/8/4 18:48
104094,4,2017/8/4 18:48
103589,4,2017/8/4 18:48
4659,5,2017/8/4 18:48
105507,4,2017/8/4 18:48
85294,3,2017/8/4 18:47
46512,5,2017/8/4 18:47
19735,3,2017/8/4 18:47
32307,4,2017/8/4 18:47
73279,5,2017/8/4 18:47
18166,5,2017/8/4 18:47
110474,2,2017/8/4 18:47
54347,5,2017/8/4 18:47
18498,4,2017/8/4 18:46
12473,5,2017/8/4 18:46
51738,5,2017/8/4 18:46
24214,4,2017/8/4 18:46
63162,5,2017/8/4 18:46
14991,5,2017/8/4 18:46
65638,3,2017/8/4 18:45
103590,4,2017/8/4 18:45
9308,3,2017/8/4 18:45
65123,5,2017/8/4 18:45
43052,5,2017/8/4 18:45
100715,3,2017/8/4 18:44
106533,3,2017/8/4 18:44
89466,5,2017/8/4 18:44
68479,3,2017/8/4 18:44
67900,5,2017/8/4 18:44
37300,5,2017/8/4 18:44
10733,3,2017/8/4 18:43
104119,4,2017/8/4 18:43
82622,4,2017/8/4 18:43
94683,5,2017/8/4 18:43
40916,4,2017/8/4 18:43
90871,5,2017/8/4 18:43
44171,3,2017/8/4 18:43
8402,4,2017/8/4 18:42
12076,,2017/8/4 18:42
104652,5,2017/8/4 18:42
6469,4,2017/8/4 18:41
33055,4,2017/8/4 18:41
48772,3,2017/8/4 18:41
92154,5,2017/8/4 18:41
52483,5,2017/8/4 18:41
70176,3,2017/8/4 18:41
109088,3,2017/8/4 18:41
29319,4,2017/8/4 18:41
83596,5,2017/8/4 18:40
19222,2,2017/8/4 18:40
35961,1,2017/8/4 18:40
82759,5,2017/8/4 18:40
59326,5,2017/8/4 18:40
26612,5,2017/8/4 18:39
95022,5,2017/8/4 18:39
106359,4,2017/8/4 18:39
39289,5,2017/8/4 18:39
73712,5,2017/8/4 18:39
42979,5,2017/8/4 18:39
9651,5,2017/8/4 18:39
110366,5,2017/8/4 18:39
3066,1,2017/8/4 18:39
56912,2,2017/8/4 18:38
86685,5,2017/8/4 18:38
27323,4,2017/8/4 18:37
6345,1,2017/8/4 18:37
34185,4,2017/8/4 18:37
36652,5,2017/8/4 18:37
79385,4,2017/8/4 18:37
103936,5,2017/8/4 18:37
91908,5,2017/8/4 18:37
12580,5,2017/8/4 18:36
50204,5,2017/8/4 18:36
101261,4,2017/8/4 18:36
30617,3,2017/8/4 18:36
46524,3,2017/8/4 18:36
102682,5,2017/8/4 18:36
16067,2,2017/8/4 18:36
54634,5,2017/8/4 18:36
92876,3,2017/8/4 18:36
37446,2,2017/8/4 18:36
87550,5,2017/8/4 18:36
90400,5,2017/8/4 18:36
13887,5,2017/8/4 18:35
78240,1,2017/8/4 18:35
86181,5,2017/8/4 18:35
84908,5,2017/8/4 18:35
13170,5,2017/8/4 18:35
40148,3,2017/8/4 18:35
105788,3,2017/8/4 18:35
103077,5,2017/8/4 18:34
98733,5,2017/8/4 18:34
105206,5,2017/8/4 18:34
7382,5,2017/8/4 18:34
49788,3,2017/8/4 18:34
39283,4,2017/8/4 18:34
13474,5,2017/8/4 18:34
52178,4,2017/8/4 18:34
38746,5,2017/8/4 18:34
42653,5,2017/8/4 18:34
70211,5,2017/8/4 18:33
18475,5,2017/8/4 18:33
76916,4,2017/8/4 18:32
100274,3,2017/8/4 18:32
109716,5,2017/8/4 18:32
108465,4,2017/8/4 18:32
42340,5,2017/8/4 18:32
110834,5,2017/8/4 18:32
83917,5,2017/8/4 18:31
2575,3,2017/8/4 18:31
19971,5,2017/8/4 18:31
95932,4,2017/8/4 18:31
87030,5,2017/8/4 18:31
80345,5,2017/8/4 18:31
85114,5,2017/8/4 18:31
4871,5,2017/8/4 18:31
87876,3,2017/8/4 18:31
44372,3,2017/8/4 18:31
12421,4,2017/8/4 18:30
60783,5,2017/8/4 18:30
6437,5,2017/8/4 18:30
73593,5,2017/8/4 18:30
10318,1,2017/8/4 18:30
56243,2,2017/8/4 18:30
21588,4,2017/8/4 18:29
91321,5,2017/8/4 18:29
48764,4,2017/8/4 18:29
26245,5,2017/8/4 18:29
18517,5,2017/8/4 18:29
53376,5,2017/8/4 18:29
108936,4,2017/8/4 18:28
30054,5,2017/8/4 18:28
652,5,2017/8/4 18:28
17628,5,2017/8/4 18:28
89055,3,2017/8/4 18:28
72085,5,2017/8/4 18:28
82343,5,2017/8/4 18:28
19607,3,2017/8/4 18:28
91567,3,2017/8/4 18:28
87516,5,2017/8/4 18:27
49486,4,2017/8/4 18:27
9394,,2017/8/4 18:27
6995,5,2017/8/4 18:27
91254,5,2017/8/4 18:26
78519,5,2017/8/4 18:26
54791,3,2017/8/4 18:26
106224,4,2017/8/4 18:26
64828,4,2017/8/4 18:26
76070,5,2017/8/4 18:26
25572,4,2017/8/4 18:26
20384,5,2017/8/4 18:25
72540,5,2017/8/4 18:25
5109,5,2017/8/4 18:25
56772,5,2017/8/4 18:25
13416,2,2017/8/4 18:25
92167,5,2017/8/4 18:25
54497,5,2017/8/4 18:25
38727,5,2017/8/4 18:25
73270,5,2017/8/4 18:25
39373,4,2017/8/4 18:24
101716,3,2017/8/4 18:24
48001,3,2017/8/4 18:24
50244,4,2017/8/4 18:24
89685,5,2017/8/4 18:24
2877,4,2017/8/4 18:24
89166,3,2017/8/4 18:24
107704,4,2017/8/4 18:23
63944,5,2017/8/4 18:23
90749,4,2017/8/4 18:23
70160,2,2017/8/4 18:23
108526,4,2017/8/4 18:23
30308,5,2017/8/4 18:23
87892,4,2017/8/4 18:23
30142,3,2017/8/4 18:22
75732,4,2017/8/4 18:22
15644,5,2017/8/4 18:22
15903,5,2017/8/4 18:22
1366,2,2017/8/4 18:22
104975,4,2017/8/4 18:22
3393,3,2017/8/4 18:21
71407,5,2017/8/4 18:21
39676,5,2017/8/4 18:21
20930,5,2017/8/4 18:21
24726,5,2017/8/4 18:21
95028,5,2017/8/4 18:21
67296,5,2017/8/4 18:21
32534,5,2017/8/4 18:20
14954,2,2017/8/4 18:20
92087,4,2017/8/4 18:20
111543,5,2017/8/4 18:20
69907,2,2017/8/4 18:20
44727,5,2017/8/4 18:20
105648,4,2017/8/4 18:20
84217,5,2017/8/4 18:20
37268,5,2017/8/4 18:20
111920,4,2017/8/4 18:20
91605,3,2017/8/4 18:20
15161,5,2017/8/4 18:19
9999,5,2017/8/4 18:19
1455,3,2017/8/4 18:19
43356,1,2017/8/4 18:19
5192,5,2017/8/4 18:19
52058,4,2017/8/4 18:18
66641,5,2017/8/4 18:18
109946,5,2017/8/4 18:18
64719,4,2017/8/4 18:18
9172,5,2017/8/4 18:18
107155,3,2017/8/4 18:18
104077,5,2017/8/4 18:17
69386,2,2017/8/4 18:17
59204,5,2017/8/4 18:17
56578,2,2017/8/4 18:17
111144,5,2017/8/4 18:16
10305,4,2017/8/4 18:16
8599,4,2017/8/4 18:16
100272,1,2017/8/4 18:16
35996,5,2017/8/4 18:16
101521,4,2017/8/4 18:15
60450,5,2017/8/4 18:15
45195,4,2017/8/4 18:15
78544,4,2017/8/4 18:15
39490,4,2017/8/4 18:14
8487,5,2017/8/4 18:14
9227,5,2017/8/4 18:14
76391,5,2017/8/4 18:14
13252,5,2017/8/4 18:14
25435,5,2017/8/4 18:14
17954,4,2017/8/4 18:14
56612,5,2017/8/4 18:14
18525,4,2017/8/4 18:13
5119,5,2017/8/4 18:13
7999,4,2017/8/4 18:13
102212,2,2017/8/4 18:13
88533,5,2017/8/4 18:13
99190,3,2017/8/4 18:13
43651,4,2017/8/4 18:12
11095,5,2017/8/4 18:12
306,1,2017/8/4 18:12
98956,5,2017/8/4 18:12
41093,4,2017/8/4 18:12
66840,5,2017/8/4 18:12
70545,4,2017/8/4 18:12
56265,5,2017/8/4 18:11
3324,5,2017/8/4 18:11
14673,1,2017/8/4 18:11
39802,3,2017/8/4 18:11
91575,5,2017/8/4 18:11
16386,3,2017/8/4 18:11
6515,2,2017/8/4 18:11
67895,4,2017/8/4 18:10
81642,5,2017/8/4 18:10
57398,5,2017/8/4 18:10
73754,5,2017/8/4 18:10
16753,3,2017/8/4 18:10
43503,4,2017/8/4 18:10
57860,4,2017/8/4 18:10
77242,5,2017/8/4 18:09
5729,5,2017/8/4 18:09
43867,5,2017/8/4 18:09
42291,4,2017/8/4 18:09
110860,5,2017/8/4 18:09
29189,5,2017/8/4 18:09
11932,5,2017/8/4 18:09
109654,5,2017/8/4 18:09
61468,3,2017/8/4 18:08
18753,4,2017/8/4 18:08
24060,5,2017/8/4 18:08
50683,5,2017/8/4 18:08
16839,4,2017/8/4 18:08
103528,5,2017/8/4 18:08
103041,5,2017/8/4 18:08
43376,5,2017/8/4 18:08
103443,5,2017/8/4 18:07
48687,5,2017/8/4 18:07
107374,4,2017/8/4 18:07
27888,5,2017/8/4 18:07
101672,3,2017/8/4 18:06
76601,5,2017/8/4 18:06
99533,5,2017/8/4 18:06
7839,4,2017/8/4 18:06
86925,5,2017/8/4 18:06
25940,4,2017/8/4 18:05
102282,5,2017/8/4 18:05
20498,3,2017/8/4 18:05
73599,3,2017/8/4 18:05
32714,5,2017/8/4 18:05
66126,5,2017/8/4 18:05
13049,4,2017/8/4 18:05
51951,4,2017/8/4 18:05
4449,4,2017/8/4 18:05
26611,4,2017/8/4 18:04
89488,5,2017/8/4 18:04
9070,4,2017/8/4 18:04
33012,5,2017/8/4 18:04
109296,3,2017/8/4 18:04
49480,3,2017/8/4 18:03
66191,5,2017/8/4 18:03
89547,5,2017/8/4 18:03
82014,4,2017/8/4 18:03
111442,5,2017/8/4 18:03
100486,5,2017/8/4 18:03
62066,5,2017/8/4 18:02
28131,2,2017/8/4 18:02
108390,1,2017/8/4 18:02
87658,2,2017/8/4 18:02
80551,5,2017/8/4 18:02
66600,5,2017/8/4 18:01
50472,5,2017/8/4 18:01
33204,4,2017/8/4 18:01
84377,5,2017/8/4 18:01
75189,4,2017/8/4 18:00
9289,4,2017/8/4 18:00
34195,5,2017/8/4 18:00
7017,5,2017/8/4 18:00
86259,4,2017/8/4 18:00
48157,5,2017/8/4 18:00
104550,5,2017/8/4 17:59
35054,5,2017/8/4 17:59
97889,4,2017/8/4 17:59
21283,5,2017/8/4 17:59
88287,5,2017/8/4 17:59
15397,5,2017/8/4 17:59
33922,5,2017/8/4 17:59
6831,5,2017/8/4 17:58
112156,4,2017/8/4 17:58
15153,4,2017/8/4 17:58
86577,5,2017/8/4 17:58
50299,5,2017/8/4 17:58
19793,5,2017/8/4 17:58
65717,5,2017/8/4 17:57
49557,4,2017/8/4 17:57
22517,5,2017/8/4 17:57
40758,4,2017/8/4 17:57
48640,2,2017/8/4 17:57
95157,5,2017/8/4 17:57
41232,3,2017/8/4 17:57
63391,4,2017/8/4 17:57
23091,3,2017/8/4 17:57
3102,5,2017/8/4 17:56
26197,1,2017/8/4 17:56
51900,3,2017/8/4 17:56
94036,4,2017/8/4 17:56
105846,3,2017/8/4 17:56
61817,5,2017/8/4 17:55
64180,5,2017/8/4 17:55
24741,5,2017/8/4 17:55
66308,,2017/8/4 17:55
65796,3,2017/8/4 17:55
12547,5,2017/8/4 17:54
100127,3,2017/8/4 17:54
16585,2,2017/8/4 17:54
55048,3,2017/8/4 17:54
15812,4,2017/8/4 17:54
17490,5,2017/8/4 17:53
81409,5,2017/8/4 17:53
25125,4,2017/8/4 17:53
63000,5,2017/8/4 17:53
112469,4,2017/8/4 17:53
52975,3,2017/8/4 17:52
64375,3,2017/8/4 17:52
107953,4,2017/8/4 17:52
71743,5,2017/8/4 17:52
70673,5,2017/8/4 17:52
79373,4,2017/8/4 17:51
87348,5,2017/8/4 17:51
58735,5,2017/8/4 17:51
29352,4,2017/8/4 17:51
5229,1,2017/8/4 17:51
38552,1,2017/8/4 17:51
44141,3,2017/8/4 17:51
109164,4,2017/8/4 17:51
61511,5,2017/8/4 17:51
48888,3,2017/8/4 17:50
54939,5,2017/8/4 17:50
41967,5,2017/8/4 17:50
100567,5,2017/8/4 17:50
28043,5,2017/8/4 17:50
49237,4,2017/8/4 17:49
21949,4,2017/8/4 17:49
37972,4,2017/8/4 17:49
33052,3,2017/8/4 17:48
48893,4,2017/8/4 17:48
77555,4,2017/8/4 17:48
35790,5,2017/8/4 17:48
23,5,2017/8/4 17:48
105857,4,2017/8/4 17:48
7562,4,2017/8/4 17:48
61461,5,2017/8/4 17:47
15239,5,2017/8/4 17:47
84328,1,2017/8/4 17:47
54779,4,2017/8/4 17:47
74430,5,2017/8/4 17:47
68324,4,2017/8/4 17:47
85221,5,2017/8/4 17:47
84877,4,2017/8/4 17:46
65558,5,2017/8/4 17:46
80533,3,2017/8/4 17:46
53712,5,2017/8/4 17:46
36350,5,2017/8/4 17:46
41779,4,2017/8/4 17:46
8690,4,2017/8/4 17:46
5968,3,2017/8/4 17:46
71025,3,2017/8/4 17:46
68575,2,2017/8/4 17:45
82465,3,2017/8/4 17:45
21679,5,2017/8/4 17:45
46602,5,2017/8/4 17:45
12549,4,2017/8/4 17:45
69258,,2017/8/4 17:45
102008,2,2017/8/4 17:45
51781,5,2017/8/4 17:44
24697,3,2017/8/4 17:44
85476,5,2017/8/4 17:44
49812,3,2017/8/4 17:44
69417,1,2017/8/4 17:44
88510,3,2017/8/4 17:43
29488,4,2017/8/4 17:43
40559,1,2017/8/4 17:43
111832,5,2017/8/4 17:43
71448,5,2017/8/4 17:43
40418,5,2017/8/4 17:42
53230,5,2017/8/4 17:42
69779,4,2017/8/4 17:41
28691,4,2017/8/4 17:41
66477,5,2017/8/4 17:41
34169,3,2017/8/4 17:41
98521,4,2017/8/4 17:41
20759,5,2017/8/4 17:41
90238,5,2017/8/4 17:41
21005,5,2017/8/4 17:40
107022,4,2017/8/4 17:40
68812,5,2017/8/4 17:40
47846,4,2017/8/4 17:40
85040,5,2017/8/4 17:40
41133,5,2017/8/4 17:40
52924,4,2017/8/4 17:40
29536,3,2017/8/4 17:40
90483,5,2017/8/4 17:40
17596,5,2017/8/4 17:39
53439,1,2017/8/4 17:39
41192,,2017/8/4 17:39
82397,4,2017/8/4 17:39
92449,4,2017/8/4 17:39
46099,4,2017/8/4 17:39
83969,5,2017/8/4 17:39
110515,4,2017/8/4 17:38
56059,5,2017/8/4 17:38
89814,5,2017/8/4 17:38
10902,4,2017/8/4 17:38
30518,3,2017/8/4 17:38
27309,1,2017/8/4 17:37
35098,5,2017/8/4 17:37
52915,5,2017/8/4 17:37
23833,5,2017/8/4 17:37
53871,5,2017/8/4 17:37
18003,4,2017/8/4 17:37
64893,4,2017/8/4 17:37
87355,5,2017/8/4 17:37
9766,5,2017/8/4 17:37
30245,5,2017/8/4 17:37
54700,1,2017/8/4 17:36
106811,2,2017/8/4 17:36
65589,5,2017/8/4 17:36
66921,4,2017/8/4 17:36
37585,5,2017/8/4 17:36
79640,5,2017/8/4 17:36
11001,4,2017/8/4 17:36
9162,5,2017/8/4 17:35
98624,3,2017/8/4 17:35
97723,5,2017/8/4 17:35
34382,4,2017/8/4 17:35
30641,4,2017/8/4 17:35
89221,5,2017/8/4 17:35
11363,4,2017/8/4 17:35
103684,5,2017/8/4 17:35
97540,2,2017/8/4 17:35
55289,5,2017/8/4 17:35
17726,5,2017/8/4 17:35
31424,1,2017/8/4 17:35
6711,5,2017/8/4 17:34
47396,1,2017/8/4 17:34
57134,5,2017/8/4 17:34
12040,5,2017/8/4 17:34
29106,5,2017/8/4 17:34
11285,4,2017/8/4 17:34
16066,5,2017/8/4 17:34
1048,4,2017/8/4 17:34
8279,5,2017/8/4 17:33
51792,5,2017/8/4 17:33
93808,3,2017/8/4 17:33
9517,4,2017/8/4 17:33
76762,4,2017/8/4 17:32
56951,1,2017/8/4 17:32
14008,5,2017/8/4 17:32
81913,3,2017/8/4 17:32
98318,5,2017/8/4 17:32
63935,5,2017/8/4 17:32
17587,4,2017/8/4 17:32
41316,5,2017/8/4 17:32
111437,4,2017/8/4 17:32
21971,5,2017/8/4 17:31
55234,5,2017/8/4 17:31
17730,4,2017/8/4 17:31
22566,4,2017/8/4 17:31
40558,3,2017/8/4 17:31
28047,5,2017/8/4 17:31
9418,3,2017/8/4 17:31
55993,3,2017/8/4 17:31
66368,1,2017/8/4 17:31
21881,4,2017/8/4 17:30
73772,5,2017/8/4 17:30
35984,5,2017/8/4 17:30
34895,4,2017/8/4 17:30
79784,5,2017/8/4 17:30
17302,5,2017/8/4 17:30
2222,4,2017/8/4 17:30
75538,3,2017/8/4 17:30
64788,3,2017/8/4 17:30
56620,4,2017/8/4 17:30
91784,4,2017/8/4 17:30
75119,4,2017/8/4 17:29
77443,5,2017/8/4 17:29
51288,5,2017/8/4 17:29
37298,2,2017/8/4 17:29
34218,4,2017/8/4 17:29
95738,3,2017/8/4 17:29
14573,4,2017/8/4 17:29
87483,5,2017/8/4 17:29
102108,4,2017/8/4 17:28
67241,4,2017/8/4 17:28
8280,5,2017/8/4 17:28
33357,3,2017/8/4 17:28
98156,5,2017/8/4 17:28
83227,3,2017/8/4 17:27
34539,5,2017/8/4 17:27
88888,3,2017/8/4 17:27
88607,4,2017/8/4 17:27
6123,5,2017/8/4 17:27
94892,5,2017/8/4 17:26
52378,4,2017/8/4 17:26
40901,4,2017/8/4 17:26
77344,4,2017/8/4 17:26
87415,4,2017/8/4 17:26
61165,4,2017/8/4 17:26
98618,4,2017/8/4 17:26
31923,3,2017/8/4 17:26
37569,5,2017/8/4 17:26
4606,3,2017/8/4 17:26
36658,3,2017/8/4 17:25
12047,4,2017/8/4 17:25
19114,4,2017/8/4 17:25
15294,4,2017/8/4 17:25
63351,4,2017/8/4 17:25
50200,5,2017/8/4 17:25
108357,4,2017/8/4 17:25
41360,5,2017/8/4 17:24
93838,1,2017/8/4 17:24
89291,5,2017/8/4 17:23
60749,3,2017/8/4 17:23
99118,5,2017/8/4 17:23
38299,2,2017/8/4 17:23
96345,5,2017/8/4 17:23
5931,5,2017/8/4 17:22
75790,5,2017/8/4 17:22
26556,1,2017/8/4 17:22
43457,4,2017/8/4 17:22
1608,4,2017/8/4 17:22
38260,3,2017/8/4 17:22
66041,3,2017/8/4 17:22
37626,5,2017/8/4 17:22
88221,4,2017/8/4 17:22
75305,4,2017/8/4 17:22
51586,5,2017/8/4 17:21
106870,3,2017/8/4 17:21
24618,5,2017/8/4 17:21
14230,5,2017/8/4 17:21
49854,5,2017/8/4 17:21
3002,5,2017/8/4 17:20
69773,5,2017/8/4 17:20
100380,3,2017/8/4 17:20
86402,3,2017/8/4 17:20
91558,5,2017/8/4 17:20
105830,3,2017/8/4 17:20
86614,4,2017/8/4 17:20
34147,5,2017/8/4 17:20
112160,5,2017/8/4 17:20
51428,5,2017/8/4 17:20
11702,5,2017/8/4 17:19
61419,5,2017/8/4 17:19
2710,4,2017/8/4 17:19
57861,5,2017/8/4 17:19
10520,5,2017/8/4 17:19
31326,4,2017/8/4 17:19
58309,2,2017/8/4 17:19
