,rating,time
55008,4,2017/8/1 8:03
80545,5,2017/8/1 8:03
103268,4,2017/8/1 8:03
1338,4,2017/8/1 8:03
27947,2,2017/8/1 8:02
6840,5,2017/8/1 8:02
59211,5,2017/8/1 8:02
94138,5,2017/8/1 8:01
19479,5,2017/8/1 8:01
72702,4,2017/8/1 8:00
7141,5,2017/8/1 8:00
21448,5,2017/8/1 7:59
44993,4,2017/8/1 7:59
49964,5,2017/8/1 7:59
26174,4,2017/8/1 7:59
99969,5,2017/8/1 7:59
75948,5,2017/8/1 7:58
87915,2,2017/8/1 7:58
22923,5,2017/8/1 7:58
104098,1,2017/8/1 7:58
40997,5,2017/8/1 7:57
19047,5,2017/8/1 7:57
40751,5,2017/8/1 7:56
54868,3,2017/8/1 7:56
14636,4,2017/8/1 7:56
50047,5,2017/8/1 7:56
10998,5,2017/8/1 7:56
68726,5,2017/8/1 7:56
3796,4,2017/8/1 7:55
25877,1,2017/8/1 7:55
19806,5,2017/8/1 7:55
106034,5,2017/8/1 7:55
94500,3,2017/8/1 7:54
7437,4,2017/8/1 7:54
58614,5,2017/8/1 7:54
4309,4,2017/8/1 7:54
23263,3,2017/8/1 7:52
102330,5,2017/8/1 7:52
35411,5,2017/8/1 7:52
59445,4,2017/8/1 7:51
57865,5,2017/8/1 7:50
22040,5,2017/8/1 7:50
92574,5,2017/8/1 7:50
28475,3,2017/8/1 7:50
64912,5,2017/8/1 7:50
73264,5,2017/8/1 7:49
49078,4,2017/8/1 7:49
110365,4,2017/8/1 7:48
96360,5,2017/8/1 7:48
99621,5,2017/8/1 7:47
22100,4,2017/8/1 7:47
67075,5,2017/8/1 7:47
79948,4,2017/8/1 7:46
56966,4,2017/8/1 7:45
85883,5,2017/8/1 7:45
86100,5,2017/8/1 7:44
68830,5,2017/8/1 7:44
60506,5,2017/8/1 7:44
104292,4,2017/8/1 7:43
16125,5,2017/8/1 7:43
92769,5,2017/8/1 7:42
44318,4,2017/8/1 7:41
24472,3,2017/8/1 7:41
2987,1,2017/8/1 7:41
3865,5,2017/8/1 7:40
83199,5,2017/8/1 7:40
74603,5,2017/8/1 7:38
71256,5,2017/8/1 7:38
70632,5,2017/8/1 7:37
42494,5,2017/8/1 7:37
111204,4,2017/8/1 7:37
66451,5,2017/8/1 7:35
95310,5,2017/8/1 7:35
47439,4,2017/8/1 7:35
82957,2,2017/8/1 7:34
92162,3,2017/8/1 7:34
4964,5,2017/8/1 7:34
90449,3,2017/8/1 7:33
103298,1,2017/8/1 7:33
54835,5,2017/8/1 7:32
102445,3,2017/8/1 7:32
60673,5,2017/8/1 7:31
109239,4,2017/8/1 7:31
46884,2,2017/8/1 7:31
92211,5,2017/8/1 7:30
24339,5,2017/8/1 7:30
43573,5,2017/8/1 7:30
33229,1,2017/8/1 7:27
36969,4,2017/8/1 7:26
27584,5,2017/8/1 7:26
86470,5,2017/8/1 7:26
92763,1,2017/8/1 7:25
14759,4,2017/8/1 7:25
82104,5,2017/8/1 7:24
74373,5,2017/8/1 7:24
22196,5,2017/8/1 7:24
37680,5,2017/8/1 7:24
81178,5,2017/8/1 7:23
89787,4,2017/8/1 7:22
26918,5,2017/8/1 7:21
51008,4,2017/8/1 7:21
33511,1,2017/8/1 7:20
8126,3,2017/8/1 7:20
46949,5,2017/8/1 7:20
48459,5,2017/8/1 7:20
30272,3,2017/8/1 7:19
67007,5,2017/8/1 7:19
10205,1,2017/8/1 7:19
88404,5,2017/8/1 7:19
33804,5,2017/8/1 7:19
81830,5,2017/8/1 7:18
88320,1,2017/8/1 7:17
3089,5,2017/8/1 7:17
61308,4,2017/8/1 7:17
87654,5,2017/8/1 7:16
18363,5,2017/8/1 7:15
33387,4,2017/8/1 7:15
29951,4,2017/8/1 7:15
2694,5,2017/8/1 7:15
96067,3,2017/8/1 7:14
34033,3,2017/8/1 7:14
50261,5,2017/8/1 7:13
45028,5,2017/8/1 7:13
34231,5,2017/8/1 7:13
19519,5,2017/8/1 7:13
18944,1,2017/8/1 7:12
36864,5,2017/8/1 7:12
11158,4,2017/8/1 7:12
97827,5,2017/8/1 7:11
5274,5,2017/8/1 7:11
1407,5,2017/8/1 7:11
61927,4,2017/8/1 7:11
64599,5,2017/8/1 7:10
53267,5,2017/8/1 7:10
100583,3,2017/8/1 7:09
9763,3,2017/8/1 7:09
74051,5,2017/8/1 7:09
27529,5,2017/8/1 7:09
58582,5,2017/8/1 7:08
73202,1,2017/8/1 7:08
91371,3,2017/8/1 7:08
11383,5,2017/8/1 7:08
42212,5,2017/8/1 7:08
15726,5,2017/8/1 7:08
7658,5,2017/8/1 7:07
47955,4,2017/8/1 7:06
58110,2,2017/8/1 7:06
16093,3,2017/8/1 7:06
54959,1,2017/8/1 7:05
40385,3,2017/8/1 7:05
23573,2,2017/8/1 7:05
59737,5,2017/8/1 7:05
88133,5,2017/8/1 7:04
21649,4,2017/8/1 7:03
112227,5,2017/8/1 7:03
13634,5,2017/8/1 7:00
25419,5,2017/8/1 6:59
54980,4,2017/8/1 6:58
79482,2,2017/8/1 6:58
54428,5,2017/8/1 6:58
55491,4,2017/8/1 6:57
40836,3,2017/8/1 6:56
13190,5,2017/8/1 6:54
50372,5,2017/8/1 6:54
98662,2,2017/8/1 6:54
105540,5,2017/8/1 6:53
39778,5,2017/8/1 6:53
99431,5,2017/8/1 6:53
58149,5,2017/8/1 6:52
48006,4,2017/8/1 6:51
74852,5,2017/8/1 6:49
68270,5,2017/8/1 6:49
26893,3,2017/8/1 6:47
20711,5,2017/8/1 6:46
8096,4,2017/8/1 6:46
86751,5,2017/8/1 6:46
62041,5,2017/8/1 6:45
23907,5,2017/8/1 6:45
19147,3,2017/8/1 6:42
70077,5,2017/8/1 6:42
81219,2,2017/8/1 6:42
77738,1,2017/8/1 6:41
100518,5,2017/8/1 6:39
110213,5,2017/8/1 6:37
87793,,2017/8/1 6:36
93528,5,2017/8/1 6:36
1517,5,2017/8/1 6:36
107916,5,2017/8/1 6:36
7098,4,2017/8/1 6:35
9209,3,2017/8/1 6:35
9504,5,2017/8/1 6:34
27833,5,2017/8/1 6:34
62563,3,2017/8/1 6:32
95624,5,2017/8/1 6:30
85739,3,2017/8/1 6:28
90086,5,2017/8/1 6:28
76171,5,2017/8/1 6:25
19351,4,2017/8/1 6:24
110864,4,2017/8/1 6:22
30485,5,2017/8/1 6:16
45612,4,2017/8/1 6:16
104947,1,2017/8/1 6:12
66728,5,2017/8/1 6:11
72600,4,2017/8/1 6:08
61198,5,2017/8/1 6:07
13534,1,2017/8/1 6:03
61026,5,2017/8/1 6:01
17583,4,2017/8/1 5:55
62233,5,2017/8/1 5:45
1280,4,2017/8/1 5:45
30397,5,2017/8/1 5:45
82102,1,2017/8/1 5:45
29009,3,2017/8/1 5:34
42322,5,2017/8/1 5:31
60216,5,2017/8/1 5:24
100284,2,2017/8/1 5:22
66759,4,2017/8/1 5:20
54637,1,2017/8/1 5:14
5390,4,2017/8/1 5:11
72074,5,2017/8/1 5:10
105971,5,2017/8/1 5:03
8524,5,2017/8/1 5:03
102529,5,2017/8/1 5:03
81257,4,2017/8/1 5:03
96699,5,2017/8/1 4:57
11797,4,2017/8/1 4:55
74338,2,2017/8/1 4:55
64084,5,2017/8/1 4:53
101621,5,2017/8/1 4:50
20701,,2017/8/1 4:48
101608,5,2017/8/1 4:41
94113,5,2017/8/1 4:39
48762,3,2017/8/1 4:39
108054,5,2017/8/1 4:38
35481,5,2017/8/1 4:37
82733,5,2017/8/1 4:37
40074,1,2017/8/1 4:36
16572,5,2017/8/1 4:35
40127,5,2017/8/1 4:33
84316,5,2017/8/1 4:33
31400,2,2017/8/1 4:31
49168,4,2017/8/1 4:29
97692,5,2017/8/1 4:29
57505,5,2017/8/1 4:28
74995,5,2017/8/1 4:27
38105,5,2017/8/1 4:25
29348,5,2017/8/1 4:25
77813,5,2017/8/1 4:24
16854,4,2017/8/1 4:23
8542,3,2017/8/1 4:22
13285,5,2017/8/1 4:22
41214,5,2017/8/1 4:20
104217,2,2017/8/1 4:16
1880,5,2017/8/1 4:14
54702,5,2017/8/1 4:07
87715,5,2017/8/1 4:06
13939,5,2017/8/1 4:03
90193,4,2017/8/1 4:01
105640,4,2017/8/1 4:01
66634,5,2017/8/1 4:00
50872,5,2017/8/1 3:59
59283,5,2017/8/1 3:52
64634,3,2017/8/1 3:51
85948,1,2017/8/1 3:47
94798,5,2017/8/1 3:46
66875,4,2017/8/1 3:43
108304,5,2017/8/1 3:42
4365,5,2017/8/1 3:40
91193,3,2017/8/1 3:37
96404,5,2017/8/1 3:37
61807,4,2017/8/1 3:36
18952,2,2017/8/1 3:35
109905,4,2017/8/1 3:31
1162,5,2017/8/1 3:28
88786,1,2017/8/1 3:26
105211,3,2017/8/1 3:25
43081,2,2017/8/1 3:24
63368,4,2017/8/1 3:24
76792,5,2017/8/1 3:23
25335,3,2017/8/1 3:23
69086,5,2017/8/1 3:22
61792,5,2017/8/1 3:21
29068,5,2017/8/1 3:21
63998,5,2017/8/1 3:21
56224,5,2017/8/1 3:19
14100,2,2017/8/1 3:19
89054,1,2017/8/1 3:17
12594,4,2017/8/1 3:16
26842,5,2017/8/1 3:14
54635,,2017/8/1 3:13
97410,5,2017/8/1 3:13
19696,4,2017/8/1 3:12
68226,3,2017/8/1 3:12
112044,2,2017/8/1 3:12
83435,1,2017/8/1 3:12
28802,3,2017/8/1 3:10
7357,5,2017/8/1 3:09
28134,5,2017/8/1 3:09
105397,4,2017/8/1 3:09
35643,2,2017/8/1 3:08
49277,3,2017/8/1 3:07
47673,1,2017/8/1 3:06
102558,5,2017/8/1 3:05
41730,2,2017/8/1 3:05
28192,4,2017/8/1 3:05
77405,1,2017/8/1 3:04
42172,3,2017/8/1 3:03
50821,5,2017/8/1 3:02
5087,1,2017/8/1 3:01
99991,5,2017/8/1 3:01
51944,4,2017/8/1 3:00
53922,5,2017/8/1 3:00
19219,4,2017/8/1 2:59
77152,1,2017/8/1 2:56
33405,4,2017/8/1 2:55
97214,5,2017/8/1 2:54
64690,3,2017/8/1 2:53
26581,5,2017/8/1 2:50
54290,5,2017/8/1 2:50
74924,1,2017/8/1 2:49
11080,2,2017/8/1 2:49
16904,4,2017/8/1 2:48
7778,3,2017/8/1 2:48
14396,4,2017/8/1 2:47
106189,5,2017/8/1 2:47
93775,5,2017/8/1 2:47
33102,5,2017/8/1 2:47
103945,1,2017/8/1 2:47
84875,5,2017/8/1 2:46
44240,5,2017/8/1 2:45
26998,3,2017/8/1 2:45
77400,5,2017/8/1 2:45
83131,5,2017/8/1 2:45
86889,5,2017/8/1 2:44
41338,4,2017/8/1 2:44
42938,5,2017/8/1 2:43
17338,5,2017/8/1 2:43
100198,5,2017/8/1 2:43
104626,3,2017/8/1 2:42
80271,4,2017/8/1 2:40
8351,5,2017/8/1 2:40
5097,5,2017/8/1 2:40
67748,5,2017/8/1 2:39
59793,5,2017/8/1 2:39
70418,4,2017/8/1 2:39
51366,4,2017/8/1 2:39
102761,4,2017/8/1 2:38
7612,3,2017/8/1 2:38
22193,5,2017/8/1 2:38
40882,5,2017/8/1 2:37
53065,5,2017/8/1 2:37
22892,4,2017/8/1 2:35
58899,4,2017/8/1 2:34
58727,3,2017/8/1 2:34
84575,5,2017/8/1 2:34
107879,1,2017/8/1 2:33
99092,4,2017/8/1 2:32
1681,4,2017/8/1 2:32
18733,1,2017/8/1 2:31
78204,5,2017/8/1 2:30
15412,5,2017/8/1 2:30
46711,5,2017/8/1 2:29
111081,5,2017/8/1 2:28
21318,5,2017/8/1 2:28
52241,3,2017/8/1 2:28
85921,5,2017/8/1 2:27
63524,5,2017/8/1 2:27
11112,5,2017/8/1 2:27
83754,1,2017/8/1 2:27
4339,3,2017/8/1 2:27
111664,5,2017/8/1 2:27
78531,4,2017/8/1 2:25
48195,5,2017/8/1 2:25
3676,1,2017/8/1 2:25
66489,2,2017/8/1 2:25
61962,5,2017/8/1 2:25
95518,5,2017/8/1 2:24
98147,2,2017/8/1 2:24
12888,3,2017/8/1 2:23
36608,4,2017/8/1 2:23
2436,5,2017/8/1 2:23
88649,5,2017/8/1 2:22
56444,5,2017/8/1 2:22
54710,5,2017/8/1 2:21
19256,5,2017/8/1 2:21
92856,5,2017/8/1 2:21
21085,3,2017/8/1 2:21
79501,1,2017/8/1 2:21
50199,5,2017/8/1 2:20
91866,4,2017/8/1 2:20
24047,3,2017/8/1 2:20
102141,5,2017/8/1 2:20
30307,5,2017/8/1 2:19
97149,5,2017/8/1 2:18
51400,5,2017/8/1 2:17
64320,1,2017/8/1 2:17
21449,4,2017/8/1 2:16
38160,5,2017/8/1 2:16
101106,5,2017/8/1 2:16
104625,3,2017/8/1 2:16
84363,5,2017/8/1 2:15
24813,5,2017/8/1 2:15
83493,4,2017/8/1 2:14
58174,5,2017/8/1 2:13
65470,3,2017/8/1 2:13
79499,5,2017/8/1 2:13
59948,5,2017/8/1 2:13
40759,3,2017/8/1 2:13
48553,5,2017/8/1 2:12
102293,2,2017/8/1 2:12
98218,,2017/8/1 2:12
82531,5,2017/8/1 2:12
2604,5,2017/8/1 2:11
79103,3,2017/8/1 2:10
105700,5,2017/8/1 2:10
25114,4,2017/8/1 2:09
349,5,2017/8/1 2:09
108100,5,2017/8/1 2:08
3314,3,2017/8/1 2:08
85367,4,2017/8/1 2:08
30119,5,2017/8/1 2:08
9642,5,2017/8/1 2:07
100934,3,2017/8/1 2:07
83757,5,2017/8/1 2:07
4033,5,2017/8/1 2:06
28582,5,2017/8/1 2:05
60964,4,2017/8/1 2:04
102375,5,2017/8/1 2:04
27468,3,2017/8/1 2:04
32092,4,2017/8/1 2:04
74195,1,2017/8/1 2:03
49772,5,2017/8/1 2:03
79086,5,2017/8/1 2:02
64713,5,2017/8/1 2:01
79957,5,2017/8/1 2:01
55129,4,2017/8/1 2:00
36398,3,2017/8/1 1:59
84371,5,2017/8/1 1:59
105093,5,2017/8/1 1:59
59041,5,2017/8/1 1:58
97315,5,2017/8/1 1:58
50170,2,2017/8/1 1:58
96707,3,2017/8/1 1:57
49559,5,2017/8/1 1:57
97721,5,2017/8/1 1:56
59121,4,2017/8/1 1:56
52970,4,2017/8/1 1:56
23613,4,2017/8/1 1:56
37017,4,2017/8/1 1:55
4020,5,2017/8/1 1:55
22070,4,2017/8/1 1:55
29692,3,2017/8/1 1:55
52832,3,2017/8/1 1:54
90850,5,2017/8/1 1:54
111365,2,2017/8/1 1:53
51902,3,2017/8/1 1:53
102235,5,2017/8/1 1:53
11551,5,2017/8/1 1:53
79196,5,2017/8/1 1:52
68821,5,2017/8/1 1:52
102281,3,2017/8/1 1:52
67165,2,2017/8/1 1:52
21289,3,2017/8/1 1:51
12738,3,2017/8/1 1:51
83870,5,2017/8/1 1:50
20922,3,2017/8/1 1:50
5547,5,2017/8/1 1:49
85525,5,2017/8/1 1:49
11421,5,2017/8/1 1:48
50154,2,2017/8/1 1:48
13545,5,2017/8/1 1:48
9693,5,2017/8/1 1:47
72982,5,2017/8/1 1:47
46601,3,2017/8/1 1:46
82298,1,2017/8/1 1:46
103818,4,2017/8/1 1:46
9549,,2017/8/1 1:46
29988,1,2017/8/1 1:45
34448,3,2017/8/1 1:45
22856,5,2017/8/1 1:45
48555,5,2017/8/1 1:45
73877,5,2017/8/1 1:45
61828,5,2017/8/1 1:44
78528,5,2017/8/1 1:44
23003,2,2017/8/1 1:44
31284,3,2017/8/1 1:43
8965,5,2017/8/1 1:43
62335,2,2017/8/1 1:43
11303,4,2017/8/1 1:43
49542,3,2017/8/1 1:42
26761,4,2017/8/1 1:42
34502,4,2017/8/1 1:42
35142,4,2017/8/1 1:42
82432,2,2017/8/1 1:42
38935,5,2017/8/1 1:42
76987,4,2017/8/1 1:42
36997,5,2017/8/1 1:41
25973,3,2017/8/1 1:41
79348,5,2017/8/1 1:41
48791,5,2017/8/1 1:41
67418,5,2017/8/1 1:41
47688,5,2017/8/1 1:40
82689,5,2017/8/1 1:40
97399,3,2017/8/1 1:40
54854,5,2017/8/1 1:40
51447,5,2017/8/1 1:40
104163,5,2017/8/1 1:39
69232,5,2017/8/1 1:39
867,5,2017/8/1 1:39
64238,5,2017/8/1 1:39
25773,5,2017/8/1 1:38
98979,4,2017/8/1 1:38
25122,5,2017/8/1 1:38
94669,3,2017/8/1 1:38
18169,3,2017/8/1 1:38
10620,4,2017/8/1 1:38
89994,3,2017/8/1 1:38
23636,2,2017/8/1 1:38
42507,5,2017/8/1 1:37
46907,5,2017/8/1 1:37
34967,5,2017/8/1 1:36
65580,5,2017/8/1 1:36
585,3,2017/8/1 1:36
32491,5,2017/8/1 1:35
68061,5,2017/8/1 1:35
83535,5,2017/8/1 1:35
57508,4,2017/8/1 1:35
70727,5,2017/8/1 1:34
57790,5,2017/8/1 1:34
19601,5,2017/8/1 1:34
86964,2,2017/8/1 1:34
35021,3,2017/8/1 1:34
5816,5,2017/8/1 1:33
98379,5,2017/8/1 1:33
35519,5,2017/8/1 1:33
60678,5,2017/8/1 1:33
23313,3,2017/8/1 1:33
9321,5,2017/8/1 1:33
5333,5,2017/8/1 1:33
112107,2,2017/8/1 1:33
68652,5,2017/8/1 1:33
29119,4,2017/8/1 1:33
64651,3,2017/8/1 1:33
102700,5,2017/8/1 1:32
39133,4,2017/8/1 1:32
44291,3,2017/8/1 1:32
55849,4,2017/8/1 1:32
41605,5,2017/8/1 1:32
78100,4,2017/8/1 1:32
84854,4,2017/8/1 1:32
94193,5,2017/8/1 1:32
60040,3,2017/8/1 1:32
39938,5,2017/8/1 1:31
20529,3,2017/8/1 1:31
13635,5,2017/8/1 1:31
81962,5,2017/8/1 1:31
20764,,2017/8/1 1:30
91056,3,2017/8/1 1:30
58857,5,2017/8/1 1:29
74182,4,2017/8/1 1:29
108024,4,2017/8/1 1:29
106314,4,2017/8/1 1:28
99471,5,2017/8/1 1:28
71311,4,2017/8/1 1:28
46947,5,2017/8/1 1:28
83582,2,2017/8/1 1:28
81822,5,2017/8/1 1:28
110952,4,2017/8/1 1:27
47880,5,2017/8/1 1:27
70280,5,2017/8/1 1:27
39104,5,2017/8/1 1:27
99497,3,2017/8/1 1:27
107524,1,2017/8/1 1:27
25705,2,2017/8/1 1:27
954,4,2017/8/1 1:26
15603,5,2017/8/1 1:26
81510,5,2017/8/1 1:26
67943,5,2017/8/1 1:26
74055,5,2017/8/1 1:26
79649,4,2017/8/1 1:25
82394,4,2017/8/1 1:25
25189,1,2017/8/1 1:25
10993,3,2017/8/1 1:25
95251,4,2017/8/1 1:25
17695,5,2017/8/1 1:25
64455,4,2017/8/1 1:24
81846,3,2017/8/1 1:24
7199,4,2017/8/1 1:24
100247,1,2017/8/1 1:24
11612,3,2017/8/1 1:24
45367,5,2017/8/1 1:24
35644,5,2017/8/1 1:23
36489,5,2017/8/1 1:23
70226,2,2017/8/1 1:23
19055,4,2017/8/1 1:22
40404,4,2017/8/1 1:21
37976,5,2017/8/1 1:21
47306,4,2017/8/1 1:21
61048,4,2017/8/1 1:21
61917,5,2017/8/1 1:21
14238,1,2017/8/1 1:20
95006,3,2017/8/1 1:20
73033,3,2017/8/1 1:20
48392,4,2017/8/1 1:20
71101,3,2017/8/1 1:19
32017,2,2017/8/1 1:19
68382,5,2017/8/1 1:19
39304,5,2017/8/1 1:19
17811,3,2017/8/1 1:19
35849,2,2017/8/1 1:19
69853,5,2017/8/1 1:18
40076,4,2017/8/1 1:18
105912,4,2017/8/1 1:18
99811,5,2017/8/1 1:18
48677,5,2017/8/1 1:18
14934,5,2017/8/1 1:18
20624,4,2017/8/1 1:18
65917,4,2017/8/1 1:17
75024,4,2017/8/1 1:17
2045,3,2017/8/1 1:17
92124,5,2017/8/1 1:16
45677,5,2017/8/1 1:16
20370,5,2017/8/1 1:16
5992,5,2017/8/1 1:15
83113,5,2017/8/1 1:15
94481,4,2017/8/1 1:15
77893,5,2017/8/1 1:15
400,5,2017/8/1 1:15
86501,4,2017/8/1 1:14
86898,3,2017/8/1 1:14
36908,5,2017/8/1 1:14
11517,5,2017/8/1 1:14
104020,5,2017/8/1 1:14
34379,4,2017/8/1 1:14
101249,3,2017/8/1 1:14
75911,5,2017/8/1 1:14
3410,5,2017/8/1 1:13
34247,3,2017/8/1 1:12
72366,4,2017/8/1 1:12
76245,4,2017/8/1 1:11
53603,4,2017/8/1 1:11
62424,5,2017/8/1 1:11
73792,5,2017/8/1 1:11
50743,4,2017/8/1 1:10
58694,5,2017/8/1 1:10
60185,5,2017/8/1 1:10
2796,5,2017/8/1 1:10
24248,4,2017/8/1 1:10
101822,5,2017/8/1 1:09
74252,5,2017/8/1 1:09
33718,5,2017/8/1 1:09
5676,4,2017/8/1 1:09
73262,4,2017/8/1 1:09
84305,4,2017/8/1 1:09
111622,2,2017/8/1 1:09
46298,4,2017/8/1 1:09
24738,3,2017/8/1 1:08
34931,4,2017/8/1 1:08
81944,5,2017/8/1 1:07
21057,4,2017/8/1 1:07
6491,5,2017/8/1 1:07
18560,4,2017/8/1 1:07
86178,3,2017/8/1 1:07
84708,4,2017/8/1 1:07
10396,5,2017/8/1 1:07
134,3,2017/8/1 1:07
1697,5,2017/8/1 1:07
80352,5,2017/8/1 1:06
27146,5,2017/8/1 1:06
33114,4,2017/8/1 1:06
3048,4,2017/8/1 1:06
85851,3,2017/8/1 1:05
11273,4,2017/8/1 1:05
36333,3,2017/8/1 1:05
62805,5,2017/8/1 1:05
68451,5,2017/8/1 1:05
104523,4,2017/8/1 1:05
95023,5,2017/8/1 1:04
9008,5,2017/8/1 1:04
70442,1,2017/8/1 1:04
36023,1,2017/8/1 1:04
17960,5,2017/8/1 1:03
46359,5,2017/8/1 1:03
30056,5,2017/8/1 1:03
12050,5,2017/8/1 1:03
46378,4,2017/8/1 1:03
99262,5,2017/8/1 1:03
7246,5,2017/8/1 1:02
84948,3,2017/8/1 1:02
79317,5,2017/8/1 1:02
22684,5,2017/8/1 1:02
9276,4,2017/8/1 1:02
42636,3,2017/8/1 1:02
27738,5,2017/8/1 1:02
41053,4,2017/8/1 1:02
39153,5,2017/8/1 1:02
46414,4,2017/8/1 1:02
91006,3,2017/8/1 1:01
100402,3,2017/8/1 1:01
36340,4,2017/8/1 1:01
105350,3,2017/8/1 1:01
35632,2,2017/8/1 1:01
110309,4,2017/8/1 1:01
11634,4,2017/8/1 1:01
75054,5,2017/8/1 1:01
16537,3,2017/8/1 1:01
103263,1,2017/8/1 1:01
83851,1,2017/8/1 1:01
18556,4,2017/8/1 1:00
93087,4,2017/8/1 1:00
2875,1,2017/8/1 1:00
7473,5,2017/8/1 1:00
62874,5,2017/8/1 1:00
66371,3,2017/8/1 1:00
111948,5,2017/8/1 1:00
23611,4,2017/8/1 1:00
648,4,2017/8/1 1:00
12941,4,2017/8/1 1:00
92784,3,2017/8/1 1:00
9599,4,2017/8/1 0:59
91156,5,2017/8/1 0:59
7887,3,2017/8/1 0:59
64986,4,2017/8/1 0:59
59182,1,2017/8/1 0:59
92640,5,2017/8/1 0:59
79949,5,2017/8/1 0:59
14394,4,2017/8/1 0:58
103239,5,2017/8/1 0:58
26638,5,2017/8/1 0:58
16173,5,2017/8/1 0:58
66524,4,2017/8/1 0:58
9425,5,2017/8/1 0:58
17422,5,2017/8/1 0:58
19974,4,2017/8/1 0:57
109372,2,2017/8/1 0:57
80724,5,2017/8/1 0:57
82565,5,2017/8/1 0:57
100697,3,2017/8/1 0:57
23961,3,2017/8/1 0:57
36764,5,2017/8/1 0:56
7622,4,2017/8/1 0:56
58738,3,2017/8/1 0:56
11207,5,2017/8/1 0:56
23385,5,2017/8/1 0:56
48255,5,2017/8/1 0:56
90185,5,2017/8/1 0:56
1036,5,2017/8/1 0:56
80629,1,2017/8/1 0:56
47776,4,2017/8/1 0:55
49619,5,2017/8/1 0:55
88478,5,2017/8/1 0:55
67645,4,2017/8/1 0:55
63250,5,2017/8/1 0:55
95384,5,2017/8/1 0:55
53231,3,2017/8/1 0:55
42332,4,2017/8/1 0:55
98647,5,2017/8/1 0:55
85333,,2017/8/1 0:55
70251,5,2017/8/1 0:55
12,5,2017/8/1 0:55
96671,5,2017/8/1 0:55
45572,1,2017/8/1 0:54
38786,2,2017/8/1 0:54
70728,3,2017/8/1 0:54
86877,,2017/8/1 0:54
2006,4,2017/8/1 0:54
5551,4,2017/8/1 0:54
5703,5,2017/8/1 0:54
77359,1,2017/8/1 0:54
50167,5,2017/8/1 0:53
80864,5,2017/8/1 0:53
47009,5,2017/8/1 0:53
3583,5,2017/8/1 0:53
80683,2,2017/8/1 0:53
8913,3,2017/8/1 0:53
52049,5,2017/8/1 0:53
75510,3,2017/8/1 0:53
98125,5,2017/8/1 0:53
66919,5,2017/8/1 0:53
94122,4,2017/8/1 0:53
105326,5,2017/8/1 0:53
28049,5,2017/8/1 0:52
48742,4,2017/8/1 0:52
90523,5,2017/8/1 0:52
100829,2,2017/8/1 0:52
101327,4,2017/8/1 0:52
30411,5,2017/8/1 0:52
69917,3,2017/8/1 0:52
85459,5,2017/8/1 0:51
82528,5,2017/8/1 0:51
73358,5,2017/8/1 0:51
69599,1,2017/8/1 0:51
108368,5,2017/8/1 0:51
110016,5,2017/8/1 0:51
26098,5,2017/8/1 0:51
80214,4,2017/8/1 0:51
84266,5,2017/8/1 0:50
74601,5,2017/8/1 0:50
109979,5,2017/8/1 0:50
101009,3,2017/8/1 0:50
12265,5,2017/8/1 0:50
74397,2,2017/8/1 0:50
78571,4,2017/8/1 0:49
69869,4,2017/8/1 0:49
105922,5,2017/8/1 0:49
26684,5,2017/8/1 0:49
106424,5,2017/8/1 0:49
33358,5,2017/8/1 0:49
4122,5,2017/8/1 0:49
101821,3,2017/8/1 0:49
56467,5,2017/8/1 0:49
67008,5,2017/8/1 0:48
40632,5,2017/8/1 0:48
77686,4,2017/8/1 0:48
90060,1,2017/8/1 0:48
100416,3,2017/8/1 0:48
11259,5,2017/8/1 0:48
71735,4,2017/8/1 0:48
40904,3,2017/8/1 0:48
43183,5,2017/8/1 0:47
31762,1,2017/8/1 0:47
57823,5,2017/8/1 0:47
97333,5,2017/8/1 0:47
55788,4,2017/8/1 0:47
98422,4,2017/8/1 0:47
81516,2,2017/8/1 0:47
80357,5,2017/8/1 0:46
78293,5,2017/8/1 0:46
93884,4,2017/8/1 0:46
100502,4,2017/8/1 0:46
19341,4,2017/8/1 0:46
16957,5,2017/8/1 0:46
99706,3,2017/8/1 0:46
42811,4,2017/8/1 0:46
20008,2,2017/8/1 0:45
107212,5,2017/8/1 0:45
12186,5,2017/8/1 0:45
95372,5,2017/8/1 0:45
105723,3,2017/8/1 0:45
61403,3,2017/8/1 0:45
102649,4,2017/8/1 0:45
107250,2,2017/8/1 0:44
59230,4,2017/8/1 0:44
36388,5,2017/8/1 0:44
47807,4,2017/8/1 0:44
24008,5,2017/8/1 0:44
74387,3,2017/8/1 0:44
38977,5,2017/8/1 0:44
2173,5,2017/8/1 0:44
69533,2,2017/8/1 0:44
39730,2,2017/8/1 0:44
96483,5,2017/8/1 0:44
6640,5,2017/8/1 0:44
43108,5,2017/8/1 0:43
50356,3,2017/8/1 0:43
100983,3,2017/8/1 0:43
23872,5,2017/8/1 0:43
47572,5,2017/8/1 0:43
39120,5,2017/8/1 0:43
26780,3,2017/8/1 0:43
67605,3,2017/8/1 0:43
111005,4,2017/8/1 0:43
5105,5,2017/8/1 0:42
100712,5,2017/8/1 0:42
69488,3,2017/8/1 0:42
1629,4,2017/8/1 0:42
108144,4,2017/8/1 0:42
106574,3,2017/8/1 0:42
53784,5,2017/8/1 0:42
48885,4,2017/8/1 0:42
44309,5,2017/8/1 0:42
26369,4,2017/8/1 0:42
82288,4,2017/8/1 0:42
72776,4,2017/8/1 0:41
63738,4,2017/8/1 0:41
